Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
IMS,3310,003,3,4,7,5,9,5,8,7,1,3,1,,3,,"Salk, Jane E","Wang, Jiyu",,,,
FIN,6352,501,,26,9,17,5,,,,,,,,,,"Noland, Jeff","Ying, Shihao",,,,
IMS,3310,006,4,18,14,10,4,6,,,1,,,,,,"Wang, Congying",,,,,
IMS,3310,503,5,3,12,13,8,8,4,3,,,,,1,,"Kim, Kyun",,,,,
BUAN,6398,003,,30,4,8,9,3,2,1,,,,,,,"Alimirzaei, Athena","Armaghan, Milad",,,,
FIN,3320,009,6,3,4,4,4,11,3,7,5,2,3,1,4,,"Anderson, Frank W",,,,,
SPAU,4308,001,,48,,,7,,,3,,,,,,,"Rojas-Villarreal, Raul","Eppes, Anna A",,,,
CS,1335,001,4,11,8,7,12,3,4,1,5,,,2,1,,"Doore, Karen L",,,,,
SE,4367,001,5,6,7,2,9,7,6,7,2,1,1,2,3,,"Paulk, Mark C","Benton, Samuel D",,,,
NSC,3361,005,21,12,8,4,4,1,,5,1,1,,,1,,"Shareef, Safiullah M",,,,,
CS,4347,502,4,41,9,1,2,,,,,,,,1,,"Culver, Timothy L","Torabi, Behnam",,,,
MECH,4310,002,5,8,10,10,3,6,6,5,1,,4,,,,"Ruths, Justin","Hadizadeh Kafash, Sahand","Kumar, Devesh",,,
ACCT,6373,501,,10,27,12,7,1,,,,,,,1,,"Paul, Abraham","Anwer, Jordan J",,,,
MECH,3351,001,,26,17,7,5,1,,1,,,,1,,,"Qian, Dong","Baan, Marzieh",,,,
FIN,3340,501,16,16,11,4,3,4,2,1,,,,,1,,"Molina, Stephen",,,,,
CS,4347,001,9,15,9,2,7,8,2,3,,,,,3,,"Christiansen, Michael G","Basu, Kinjal",,,,
MIS,6326,002,,58,,,,,,,,,,,,,"Raman, Ganapathiraman R",,,,,
ACCT,2301,001,12,7,5,5,9,6,5,3,1,1,1,,3,,"Swaim, Stephanie R","Koonce, Katherine",,,,
ITSS,3300,015,,14,5,7,9,5,3,3,4,,2,,3,,"Short, Kevin P","Hosseini, Leila",,,,
ACCT,2302,002,1,4,9,14,12,,6,6,4,,1,,2,,"Zolton, Kathy","Memon, Sana R",,,,
ISNS,2368,001,5,5,7,3,3,6,6,9,1,7,1,4,2,,"McCauley, Steven","Timms, Christopher I",,,,
ITSS,3300,014,3,21,9,6,12,2,1,3,1,,,,1,,"Stephens, Timothy G","Krishnan, Arathy",,,,
CS,6364,002,,17,26,14,2,,,,,,,,,,"Natarajan, Sriraam","Kokel, Harsha",,,,
CS,6363,004,,10,14,13,9,5,6,2,,,,,,,"Raichel, Benjamin A","Gu, Shuyang",,,,
BUAN,6320,006,,35,12,7,3,2,,,,,,,,,"Narayan, Ravishankar L","Shekhavat, Shivani","Bansal, Swati",,,
BUAN,6340,501,,54,,,5,,,,,,,,,,"Parker, Jason A","Parla, Karthik Reddy",,,,
ECS,1100,017,24,10,8,2,2,7,,,1,,,2,3,,"Pratt, Forrest",,,,,
ITSS,4300,001,,14,9,6,8,9,3,7,3,,,,,,"Owens, Dawn M","Bao, Chenzhang","Pearam, Swetha S",,,
IMS,3310,009,,22,9,10,17,1,,,,,,,,,"Zydorek, Hubert",,,,,
EPPS,1110,002,,47,,,2,,,4,,,3,,3,,"Lanham, Carol C",,,,,
CS,1200,011,1,32,4,,21,1,,,,,,,1,,"Cole, John",,,,,
CRIM,3325,0W1,,9,11,8,19,5,2,2,1,,1,1,1,,"Noyes, Michael",,,,,
ITSS,3300,005,1,13,9,6,8,9,3,6,2,,3,,,,"Stephens, Timothy G","Xie, Si",,,,
ITSS,3300,007,5,17,18,9,5,2,2,,1,,,,1,,"Beauchamp, Joe P","Sun, Geng",,,,
ECS,1100,006,15,33,,3,4,,2,2,,,1,,,,"Payne, Laura E",,,,,
EE,4310,001,9,16,1,7,13,1,1,5,1,,1,,5,,"Gans, Nicholas R","Eslami Manoochehri, Hafez","Zhang, Yujie",,,
CRIM,3324,0W1,9,7,7,10,5,4,10,1,3,2,,,2,,"Hayslip, Melissa P",,,,,
ACCT,2301,005,6,5,7,3,10,10,7,4,7,,1,,,,"Huang, Ying","Gencer, Nur Pinar",,,,
ACCT,3350,002,,12,7,8,8,4,6,7,2,2,4,,,,"Goldman, Nathan C","Nguyen, Kevin K",,,,
ITSS,3300,003,15,35,4,1,4,,,1,,,,,,,"Savoie, Michael J","Hosseini, Leila",,,,
ITSS,3300,006,3,16,22,5,7,1,3,1,,,1,,1,,"Cepica, Shannon D","Tang, Ping",,,,
ITSS,3300,011,,8,10,7,10,11,7,3,1,1,1,,1,,"Beachboard, John C","Luo, Ning",,,,
ITSS,3300,002,9,45,2,2,1,,,,,,1,,,,"Savoie, Michael J","Hosseini, Leila",,,,
ITSS,3300,012,,15,6,9,10,6,3,2,2,2,1,,4,,"Beachboard, John C","Luo, Ning",,,,
MECO,6303,502,,14,21,8,8,9,,,,,,,,,"Kiser, Stephen L","Wang, Yu-Chi",,,,
CS,6301,501,,11,30,19,,,,,,,,,,,"Culver, Timothy L","Kadiyala, Krishna P",,,,
CS,6320,501,,13,20,19,7,,1,,,,,,,,"Balakrishna, Mithun","Hu, Yibo",,,,
OPRE,6332,501,,31,7,10,4,7,1,,,,,,,,"Ramanathan, Kannan","Wang, Wan-Jung","Zhang, Chen",,,
BMEN,4310,001,,15,21,16,3,2,1,1,,,,,1,,"Bleris, Leonidas","Kang, Taek",,,,
ECS,1100,002,26,16,4,3,1,4,1,,,,,1,4,,"Alexander, Sky A",,,,,
HLTH,3101,0W5,,51,,,5,,,2,,,2,,,,"Sandon, Lona",,,,,
ITSS,3300,008,,11,9,8,8,5,5,6,3,,4,,1,,"Short, Kevin P","Hosseini, Leila",,,,
CS,3345,003,2,15,12,13,12,1,3,1,,,,,2,,"Chida, Anjum","Mousavi, Pooneh",,,,
MIS,6373,501,,46,15,,,,,,,,,,,,"Ginevich, Rostislav","Tang, Ping",,,,
ECS,1100,016,18,10,6,7,1,3,5,4,3,,,,5,,"Favors, Crystal N",,,,,
CS,2336,005,,7,12,9,16,4,6,,2,1,1,,4,,"Feng, Ranran",,,,,
MATH,2418,006,11,3,2,7,2,7,2,5,6,4,7,1,5,,"Dahal, Rabin",,,,,
CS,2336,503,8,16,8,10,7,6,,4,2,,,,1,,"Debroy, Vidroha",,,,,
CS,6360,501,,20,20,9,6,6,1,,,,,,,,"Davis, Chris I","Hosseini, Seyyed Mohammadsaleh",,,,
OPRE,6302,005,,23,14,1,12,8,4,,,,,,,,"Honhon, Dorothee B","Khandelwal, Kumar Manglam",,,,
CLDP,3303,001,2,18,,7,19,,5,4,,1,3,,4,,"Maguire, Mandy","Yuan, Haiying",,,,
HMGT,6320,501,,44,16,2,1,,,,,,,,,,"Fleming, Forney F",,,,,
MIS,6308,001,,21,13,8,8,9,,4,,,,,,,"Raghunathan, Srinivasan","Kumar, Jitendra",,,,
CRIM,1301,0W1,,9,7,8,8,12,6,1,2,,1,1,8,,"Cohen, Galia","Derlic, Dragana",,,,
BUAN,6356,006,,16,13,23,9,2,,,,,,,,,"Ge, Ling","Pham, Trang T",,,,
CS,4389,001,2,8,6,6,21,6,3,4,3,,3,,1,,"Cankaya, Ebru C","Wang, Haoliang",,,,
BUAN,6340,001,,51,6,4,2,,,1,,,,,,,"Shekhavat, Shivani","Sohaee, Nassim",,,,
MIS,6309,003,,26,17,21,,,,,,,,,,,"Lahiri, Atanu","Krishnan, Arathy",,,,
ITSS,4360,501,7,14,25,12,6,,,,,,,,,,"Tang, Shaojie","Shah, Ansh A",,,,
SE,4351,001,9,6,3,7,11,6,5,4,4,8,1,,1,,"Chung, Lawrence",,,,,
BMEN,4360,001,,27,3,7,7,3,,4,5,2,1,1,5,,"Rodrigues, Danieli B","Rabe, Kaitlin G",,,,
CHEM,6100,001,,,,,,,,,,,,,,,"Dodani, Sheel C",,,,,
MIS,6380,001,,18,17,8,12,6,2,1,,,,,,,"Bradbury, Judd D","Sharma, Aman",,,,
CS,1335,002,9,21,9,3,14,1,2,2,1,,,2,2,,"Doore, Karen L",,,,,
PSY,4343,501,,47,,,14,,,4,,,,,1,,"Small, Trillion N","Taylor, Mackenzie B",,,,
HUMA,1301,002,21,15,10,2,5,,1,1,1,2,2,,5,,"Remington, Blake W","Zawng, Ze",,,,
PSY,4332,001,5,11,10,9,6,5,3,7,3,3,,2,3,,"Brody, Salena M",,,,,
ACCT,6335,001,,10,26,16,8,6,,,,,,,1,,"Blair, Ronald J",,,,,
MIS,6344,003,,29,13,8,5,4,6,2,,,,,,,"Singh, Harpreet","Khurana, Anmol",,,,
ATCM,3380,001,,5,20,16,16,7,1,1,,,,,,,"Drogos, Kristin L","Owens, Samantha L",,,,
LIT,1301,001,7,25,9,6,12,2,,3,1,,,,3,,"Brewer, Kenneth L","Cook, Mollie C",,,,
FIN,3330,001,13,23,1,7,11,,2,4,,1,3,,3,,"Chapman, Juliann G","Nguyen, Khiem B",,,,
CS,4332,501,22,31,6,2,1,2,,,,,1,,3,,"Desai, Kevin P","Yu, Shimeng",,,,
CS,4349,001,4,8,2,5,13,4,6,16,1,3,6,,,,"Cankaya, Ebru C","Enoch, Julian",,,,
MATH,2420,005,5,5,3,15,4,8,8,9,4,,7,,,,"Rachinskiy, Dmitry",,,,,
LIT,1301,002,1,9,18,6,9,10,1,3,2,3,,,6,,"Barnes, Ashley","Spencer, Brandy D",,,,
HUMA,1301,005,28,35,1,,2,,,,,,,,2,,"Aryal, Yubraj",,,,,
MIS,6360,002,,19,30,13,4,1,,1,,,,,,,"Thouin, Mark","Dogaroglu, Seckin",,,,
CRIM,4336,0W1,4,31,,4,16,,,6,1,,4,,3,,"Taylor, Robert W","Kanvinde, Vrishali",,,,
FIN,3330,003,11,28,2,8,11,,4,4,,,,,1,,"Chapman, Juliann G","Nguyen, Khiem B",,,,
CS,4341,001,13,14,9,8,13,4,,7,,,1,,,,"Becker, Eric W",,,,,
NSC,4359,501,13,25,,,28,,,,,,2,,1,,"Rypma, Bart P","Himes, Lyndahl M",,,,
OPRE,6302,003,,11,18,32,7,,1,,,,,,,,"Janakiraman, Ganesh","Hosseinabadi Farahani, Mehdi",,,,
ECS,1100,003,26,15,11,3,3,4,1,,1,,1,,4,,"Edwards, Tanisha N",,,,,
HUMA,1301,003,34,9,6,12,6,1,1,1,,,,,,,"Ingrao, Peter J","Alanis Perez, Alan Isaac",,,,
HUMA,1301,004,41,5,8,11,2,2,,1,,,,,,,"Ingrao, Peter J","K. Khiabani, Elham C",,,,
MECH,3360,001,,10,6,4,26,7,4,9,1,,2,,1,,"Gelb, Lev D","Nandagopala Krishnan, Siddartha Srinivasan",,,,
HIST,1301,009,1,8,14,10,14,11,2,4,3,,,1,2,,"Klimchock, Carolee","Ye, Huiping",,,,
SE,4352,001,2,25,13,6,18,1,1,2,1,,,1,,,"Kumar, Pushpa S","Munia, Munawara Saiyara",,,,
MECH,3350,001,3,11,10,11,10,11,6,4,5,,,,,,"Park, Wooram","Sunny, Sumair F",,,,
PSY,3392,001,4,24,5,12,15,2,4,2,2,,,,1,,"Grant, Meridith G","Terry, Courtney",,,,
CS,6350,001,,18,31,15,7,,,,,,,,,,"Khan, Latifur R","Tao, Hemeng",,,,
HLTH,3315,001,,1,6,8,15,15,9,6,3,5,1,1,2,,"Byrnes, Kathleen A",,,,,
DANC,1305,001,13,40,2,3,7,4,,1,,1,,,1,,"Saba, Monica",,,,,
CRIM,1307,002,,7,16,23,9,10,4,2,,1,,,1,,"Narvey, Chelsey",,,,,
OPRE,6301,003,,41,2,19,6,1,1,1,,,,,2,,"Sethi, Awanti","Vegunta, Sri Mrudula",,,,
CS,6360,005,,19,36,15,3,,,,,,,,,,"Wu, Wei L","Ghosh, Smita",,,,
SOC,4385,001,,19,20,8,8,8,2,2,1,1,2,,2,,"Simoni, Zachary","Burger, Charis M",,,,
SOC,4369,001,4,25,31,9,1,2,2,,,,,,,,"Simoni, Zachary","Burger, Charis M",,,,
BUAN,6320,002,,9,21,27,11,5,,1,,,,,,,"Scott, James A","Forqandoost Haqiqi, Sina",,,,
BUAN,6320,502,,9,27,22,11,4,,,,,,,1,,"Scott, James A","Forqandoost Haqiqi, Sina",,,,
PSCI,3350,001,7,32,7,3,9,6,5,2,1,,2,,,,"Larue, Patrick","Das, Soham",,,,
OPRE,6371,001,,25,15,24,8,2,,,,,,,,,"Hu, Bin","Garg, Harsh",,,,
OPRE,3310,501,,16,,,28,,,22,,,5,,,,"Kohankie, Robert W","Kumar, Akshay",,,,
SOC,4371,001,6,19,26,5,8,6,2,1,,,,,,,"Simoni, Zachary","Burger, Charis M",,,,
CS,4485,002,39,20,7,4,1,2,1,1,,,,,,,"Veerasamy, Jeyakesavan","Razo Razo, Miguel A",,,,
HLTH,3101,0W4,,68,,,4,,,2,,,1,,,,"Sandon, Lona",,,,,
BUAN,6320,001,,27,16,14,7,6,4,1,,,,,,,"Cavusoglu, Huseyin","Sharma, Supriya",,,,
CS,4384,501,32,15,5,4,6,2,,3,4,1,1,2,,,"Farage, Timothy P","Komaragiri, Vasundhara",,,,
CS,6301,007,,29,14,19,10,3,,,,,,,,,"Schweitzer, Haim","He, Baokun",,,,
OPRE,6332,001,,52,7,9,3,3,,1,,,,,,,"Ramanathan, Kannan","Wang, Wan-Jung","Zhang, Chen",,,
PHYS,1100,001,,,,,,,,,,,,,,,"Lary, David J",,,,,
CS,4341,502,16,6,10,7,10,10,,14,,,,,2,,"Becker, Eric W","Shah, Trusit Sandipbhai",,,,
MECH,3350,501,,17,,9,17,13,8,5,5,,1,,1,,"Park, Wooram","Sunny, Sumair F",,,,
CS,2305,003,13,18,8,7,1,3,5,4,5,2,1,,9,,"Willson, James K",,,,,
OPRE,6379,501,,23,26,11,6,7,,3,,,,,,,"Rajamani, Divakar","Meng, Qingtao",,,,
CS,6375,502,,41,24,13,,,,,,,,,,,"Nagar, Anurag","Lin, Yu",,,,
CS,5343,002,,28,17,3,18,4,2,4,,,,,2,,"Gupta, Neeraj K","Zhao, Zheheng",,,,
CS,5348,001,,32,9,9,20,7,,1,,,,,,,"Venkatesan, Subbarayan","Karki, Dipendra",,,,
OPRE,6301,002,,33,5,21,10,4,2,3,,,,,,,"Brussolo, Monica E","Zangeneh Madar, Zeinab",,,,
MECH,3315,002,4,3,10,3,4,14,12,12,5,4,3,1,4,,"Iungo, Giacomo Valerio","Puccioni, Matteo",,,,
OPRE,3360,009,7,23,,21,25,,,1,,,2,,,,"Qi, Anyan","Chen, Jiayu",,,,
OPRE,6301,502,,28,22,15,7,4,3,,,,,,,,"Leach, Sonia E","Hosseinabadi Farahani, Mehdi",,,,
OPRE,3360,008,6,26,,20,25,,,2,,,1,,,,"Qi, Anyan","Chen, Jiayu",,,,
CS,5343,001,,51,16,8,3,2,,,,,,,1,,"Ozbirn, Greg A","Fang, Zhou",,,,
CS,4485,001,38,22,12,2,3,2,,1,,,1,,,,"Razo Razo, Miguel A","Veerasamy, Jeyakesavan",,,,
CS,5333,501,,13,17,16,17,16,,2,,,,,,,"Chin, Wei-Pang",,,,,
COMD,6308,001,,51,,,28,,,2,,,,,,,"Dollaghan, Christine","Hiebert, Lindsey A",,,,
HIST,1301,006,,6,8,4,14,8,5,16,7,7,1,3,7,,"Johnson, Yvonne","Goldmann, Kerry",,,,
SOC,4386,0W1,42,18,11,5,2,,1,,2,,,3,4,,"Maxwell, Sarah P",,,,,
CRIM,4396,0W1,20,22,16,2,6,5,2,5,,,3,,7,,"Polk, Elmer O","Yim, Haneul",,,,
HIST,1301,008,8,37,6,16,4,,2,2,2,1,3,,8,,"Pettengill, Ryan S","Mei, Kehan",,,,
CS,5333,001,,24,11,11,33,10,,1,,,,,,,"Cobb, Jorge",,,,,
SE,3306,001,11,21,5,5,16,4,6,11,4,4,,,3,,"Farage, Timothy P",,,,,
BLAW,2301,001,,15,11,7,9,9,7,7,9,,3,,13,,"Betanzos, Christina L","Keogh, Reagan D",,,,
LIT,3316,501,5,12,12,25,22,4,3,2,1,,1,,3,,"Starnaman, Sabrina","Alhashmi, Rawad Y",,,,
COMD,6320,001,,87,2,1,1,,,,,,,,,,"Aldridge, Michelle A","Kenedi, Helen",,,,
COMD,6377,001,,84,,,7,,,,,,,,,,"Kenedi, Helen","Sale, Felicity F",,,,
NATS,1311,001,20,11,12,7,8,9,8,11,3,,2,,2,,"Hairston, Marc R",,,,,
NSC,4V90,002,,82,9,2,,1,,,,,,,,,"Moller, Aage R","Brougher, Jackson J",,,,
PSY,3331,501,,22,9,9,12,6,8,12,2,2,4,,8,,"Shirvani, Forouz","Parsons, Julie A",,,,
OPRE,3330,001,4,15,13,16,18,13,5,4,2,1,,,4,,"Alborz, Shawn",,,,,
NSC,4356,001,,54,,,28,,,13,,,,,,,"Sultana, Rukhsana","Abdelkarim, Dema H",,,,
SOC,1301,001,5,27,15,15,5,8,10,5,2,1,1,,1,,"Cohen, Galia",,,,,
SPAU,4394,001,10,46,,8,23,,,6,,,1,,2,,"Kaplan, Karen",,,,,
MAS,6102,005,,,,,,,,,,,,,2,,"Brookshire, Susan",,,,,
PSY,3310,501,,33,16,12,15,11,2,3,2,3,,,1,,"Bonner, Deborah L","Poudel, Sonali",,,,
ECS,3361,003,8,25,23,23,11,4,4,2,,,,,,,"Mezenner, Rabah",,,,,
ECS,3361,002,14,39,17,14,10,4,1,1,,,,,,,"Mezenner, Rabah",,,,,
MAS,6102,001,,,,,,,,,,,,,2,,"Brookshire, Susan",,,,,
HLTH,3300,001,,5,26,22,18,19,10,4,3,4,2,,2,,"Byrnes, Kathleen A",,,,,
CHEM,3321,001,5,18,4,14,19,11,17,15,3,3,4,2,4,,"Nielsen, Steven","Ranathunga, Dineli T",,,,
BIOL,3318,001,43,33,20,13,4,5,,1,1,,,,,,"Henson, Uyen N",,,,,
BIOL,3302,002,,41,,18,23,24,7,3,3,,2,,,,"Delk, Nikki A","Kim, Jung-Whan","Dahl, Haley C","Thomas-Jardin, Shayna E","Gerold, Haleigh",
COMD,6221,001,,123,,,3,,,,,,,,,,"Lougeay, Janice",,,,,
PSY,4328,501,19,46,22,15,14,9,2,,1,1,,,1,,"Hafer, Donald G",,,,,
BIOL,3362,001,9,13,7,15,22,12,22,14,7,6,5,3,3,,"Dejong, Jeff L","Candas, Mehmet","McDill, Parker M","Ambagaspitiye Gedara, Sankalya S","Soladogun, Adedamola S",
ATCM,2305,001,45,37,21,11,10,12,4,1,3,1,1,1,5,,"McCord, Peter A","Nguyen, Tuoc K",,,,
MECH,1100,001,14,60,61,37,30,7,2,3,1,1,3,,9,,"Fadda, Dani Z","Rios, Oziel","Bay, Joel T","Levy, Emily T",,
GOVT,2305,004,19,50,48,27,24,31,20,18,19,10,8,5,19,,"Lowe, Evan","Zengin, Abdullah Furkan","Gutierrez Mannix, Carlos Daniel","Mutesi, Mireille",,
LIT,2341,001,,6,1,,1,,,,,,,,1,1,"Tehan, Terin J",,,,,
LIT,3337,501,,,5,2,1,,,,,,,,1,1,"Greer, Erin",,,,,
SE,4348,001,1,1,,,1,1,2,1,,1,1,,,1,"Ozbirn, Greg A","Eltigani Osman Abaker, Mohamedelfatih",,,,
SYSM,6318,SS1,,4,,,3,,,2,,,,,,1,"Biswas, Abhijit","Mostafa, Ahmed H","Kumar, Sumeet","Jameei Osgouei, Ata",,
ACTS,6301,501,,4,1,1,2,1,,,,,,,,1,"Lu, Wenyi",,,,,
HUAS,6394,501,,8,,,,,,,,,,,,1,"Curchack, Fred",,,,,
ENTP,6398,501,,5,,4,,,,,,,,,,1,"Shah, Rajiv",,,,,
NSC,4366,002,1,1,,,,1,,1,1,,2,,3,1,"Taylor, Anna M",,,,,
MUSI,2328,001,,3,1,1,1,,,,1,,,2,1,1,"Mcvay, Michael",,,,,
MATH,5301,501,,5,2,1,2,,,,,,,,,1,"Makarenkov, Oleg",,,,,
PHYS,2125,121,,4,2,3,,1,,,,,,,,1,"Sun, Kuei","Dhawan, Ruchika",,,,
ATCM,4308,001,,7,1,,,1,,1,,,,,,1,"Farrar, Eric T",,,,,
EE,3110,105,5,1,,2,,,,,1,,,,1,1,"Lee, Jeong-Bong","Choi, Ye I",,,,
ED,4357,501,,2,,1,,1,,3,1,,2,,,1,"Chandler, Candice",,,,,
GEOS,1304,001,,2,3,3,,,,1,1,,,,,1,"Pujana, Ignacio","Allen Langhans, April D","Graham, David P",,,
NATS,4390,001,1,2,1,2,2,,,1,,,,,1,1,"Taylor, Stephanie M","Hajeri, Vinita","Dozier, Preston D","Gallardo, Johnny","Stuart, Georgia K","Kelly, Mary Lena U"
HUHI,6313,501,,2,4,4,1,,,,,,,,,1,"Wilson, Michael",,,,,
ACN,6368,001,,8,,,3,,,,,,,,,1,"Maguire, Mandy",,,,,
SE,3377,001,,2,1,,4,2,,,,,1,,1,1,"Simmons, Christopher S","Ayhan, Sadi",,,,
GST,3301,001,1,3,1,1,,1,1,,,,1,,2,1,"Prager, Karen","Spence, Melanie","Holub, Shayla C",,,
GEOS,3421,001,,,1,4,2,2,1,,1,,,,,1,"Griffin, William R","Hetti Pathirannehelage, Diluni Ayeshika W",,,,
ATCM,4379,001,1,2,,5,,3,,,,,,,,1,"Lewis, Timothy M",,,,,
ACTS,6306,501,,5,2,2,1,,1,,,,,,,1,"Koshevnik, Yuly",,,,,
ATCM,4346,001,,6,4,,,,,,,,,,1,1,"Marks, David E",,,,,
CLDP,2314,001,,5,1,,2,,1,,1,,,,1,1,"Santrock, John W","Ralph, Yvonne K",,,,
BMEN,3120,109,2,1,3,2,2,,,,,,,,1,1,"Winter, Patrick M","Lam, Kevin Hao Su","Atmaramani, Rahul","Abbott, Justin","Ganguly, Antra",
SE,3341,003,,1,2,,2,,,1,1,,2,1,1,1,"Whalen, Tristan G","Jiang, Tian",,,,
REAL,3305,002,1,1,1,,6,,,1,,,1,,,1,"Guttery, Randall","Zhao, Yabo",,,,
ACTS,6304,501,,2,3,2,3,1,,,,,,,,1,"Lu, Wenyi",,,,,
HIST,2340,001,1,3,4,2,1,,,,,,,,,1,"Admiral, Rosemary",,,,,
MSEN,6340,001,,4,8,,,,,,,,,,,1,"Kim, Moon J",,,,,
BIS,4306,0W2,2,1,5,1,1,1,,,,,,,1,1,"Simpson, Carrie M",,,,,
ARTS,2315,001,2,10,,,,,,,,,,,,1,"Brown-Pearn, Spencer S",,,,,
MIS,6319,0W1,,6,,,6,,,,,,,,,1,"Thompson, Luell O",,,,,
AUD,6303,001,,7,2,,3,,,,,,,,,1,"Lobarinas, Edward",,,,,
AUD,6305,001,,8,2,1,1,,,,,,,,,1,"Le Prell, Colleen G",,,,,
AUD,6310,001,,2,6,3,,,1,,,,,,,1,"Roeser, Ross J",,,,,
GISC,7363,0W1,,8,3,1,,,,,,,,,,1,"Qiu, Fang","Shi, Fan",,,,
GEOS,1104,101,,5,2,1,,,1,2,,,,,1,1,"Pujana, Ignacio","Landreneau, Lauren A","Rao, Astha",,,
ARAB,1312,001,5,8,,,,,,,,,,,,1,"Anjum, Zafar",,,,,
ATCM,6377,501,,10,2,,1,,,,,,,,,1,"Burrough, Xtine",,,,,
PSYC,6327,001,,10,,3,,,,,,,,,,1,"Ackerman, Robert A",,,,,
BMEN,3130,101,,9,2,,1,,,,,,,,1,1,"Bian, Fang","Shihabeddin, Tarik",,,,
CE,3302,002,,2,2,1,1,1,1,1,2,,,,2,1,"Busso Recabarren, Carlos A","Qiu, Yuning",,,,
CS,4141,112,12,,,,,,1,,,,,,,1,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,
GEOS,4430,001,2,5,1,1,3,,1,,,,,,,1,"Brikowski, Tom","Nichols, Naomi Ty Asha P","Peiris, Inoka M","Sink, Katharine O",,
CRWT,2301,002,,3,5,2,,1,,,1,,,,1,1,"DiNuzzo, Brian",,,,,
MKT,6323,001,,8,,,5,,,,,,,,,1,"Kumar, Nanda","Subramanian, Thyagarajan",,,,
DANC,2331,501,4,5,,,2,,,,,1,,,1,1,"Johnson, Melissa A",,,,,
ARTS,3371,001,,3,7,,,,1,,1,,,,1,1,"Miller, Cynthia M",,,,,
CS,6385,001,,8,,5,,,,,,,,,,1,"Farago, Andras","Ghosh, Smita",,,,
ARTS,3371,002,1,4,4,1,1,1,,,,,,,1,1,"Durant, Stephanie D",,,,,
FIN,6318,001,,4,3,2,2,2,,,,,,,,1,"Xu, Yexiao","Kim, Sang Hyun",,,,
SE,4348,003,,1,1,3,1,1,,2,,1,1,,2,1,"Alagar, Sridhar","Lu, Jiashuai",,,,
FIN,7335,001,,4,8,1,,,,,,,,,,1,"Li, Jun",,,,,
FIN,7345,001,,8,2,1,2,,,,,,,,,1,"Wei, Kelsey D",,,,,
SE,4348,501,,2,1,4,,1,1,2,1,,,,,1,"Ozbirn, Greg A","Mi, Feng",,,,
CE,3102,104,,12,,,1,,,,,,,,,1,"Hu, Yang","Wang, Jianda","Wei, Haoran","Bo, Yu",,
MECH,4381,001,,6,5,3,,,,,,,,,,1,"Hart, Robert A","Gravell, Jamie D","Fadda, Dani Z",,,
MSEN,6319,001,,2,2,4,2,2,,2,,,,,,1,"Wallace, Robert M",,,,,
ED,3380,501,3,7,1,1,,2,,,,,,,,1,"Hart, Nicola",,,,,
IMS,4330,501,,7,1,5,1,,,,,,,,,1,"Zydorek, Hubert",,,,,
ATCM,3370,002,2,2,4,3,1,,,1,,,,,1,1,"Lewis, Timothy M",,,,,
ENVR,2302,001,2,1,3,1,2,1,,1,,1,,,2,1,"Cummings, Anthony R","Liau, Yan-Ting",,,,
BMEN,3370,002,1,2,3,1,2,1,,3,1,,,,,1,"Brown, Katherine G","Ozdemir, Ipek",,,,
MATH,7313,501,,10,,,3,1,,,,,,,,1,"Pereira, Luis Felipe F",,,,,
MIS,6369,0W1,,5,,,9,,,,,,,,,1,"Deluke, Eugene","Gaglani, Kajal M",,,,
PA,6399,501,,14,,,,,,,,,,,,1,"McCaskill, John R",,,,,
IMS,6304,001,,2,5,5,1,1,,,,,,,,1,"Woldu, Habte G","Dakshinamoorthy, Sowmika",,,,
ATCM,6000,001,,,,,,,,,,,,,,1,"Balsamo, Anne",,,,,
MUSI,2315,001,,13,,,2,,,,,,,,,1,"Hodan, Daniel M",,,,,
SPAN,1312,001,1,1,8,1,1,1,,,,,1,,1,1,"Gonzalez, Cristina M",,,,,
ECON,6305,501,,11,,2,1,,,1,,,,,,1,"O'Brien, Daniel M",,,,,
MATH,3323,001,3,2,2,,1,3,1,1,,,,1,1,1,"Stanford, Paul H",,,,,
PSY,4377,001,2,4,4,3,,,,,1,,,,1,1,"Stilwell, John Q",,,,,
ATCM,6300,001,,7,4,2,2,,,,,,,,,1,"Knight, Kim A",,,,,
PSY,3393,004,,1,4,2,3,1,,1,,,,,3,1,"Shirvani, Forouz",,,,,
HONS,3199,HN7,8,2,4,1,,,,,,,,,,1,"Duquaine-Watson, Jill M",,,,,
BPS,6256,XS1,,2,5,5,3,,,,,,,,,1,"Solomon, Lawrence N",,,,,
BPS,6310,XS1,,9,,,6,,,,,,,,,1,"Peng, Mike",,,,,
BPS,6254,XS1,,6,,3,6,,,,,,,,,1,"Strickland, Warren",,,,,
FIN,6253,XS1,,8,3,4,,,,,,,,,,1,"Nanda, Vikram K",,,,,
ARTS,3311,001,3,1,,2,2,2,,3,2,,,,1,1,"Copeland, Colette",,,,,
MUSI,3185,001,,13,3,,,,,,,,,,,1,"Palant, Jonathan",,,,,
BMEN,4110,107,3,4,1,1,2,1,,4,,,,,,1,"Ardestani Khoubrouy, Soudeh","Abraham, Alejandro",,,,
