Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
EPPS,1110,002,,39,1,,6,,,7,,,4,,2,,,,,0,"Lanham, Carol C","Wang, Wenyi",,,,
EPPS,1110,0L1,,22,,,9,,,3,,,2,,2,,,,,1,"Lanham, Carol C","Wang, Wenyi",,,,
EPPS,2301,001,,3,4,2,3,2,1,1,2,1,1,1,,,,,,1,"Si, Wen",,,,,
EPPS,2301,002,10,6,7,4,4,4,4,4,,1,,,1,,,,1,2,"Noe, Ricardo",,,,,
EPPS,2301,0W1,8,6,5,7,9,6,7,7,5,4,,,4,,,,1,0,"Kosiewicz, Holly","Franks, Stevee M",,,,
EPPS,2302,001,4,2,2,2,1,3,,1,,,,,2,,,,,0,"Griffith, Daniel A","Wu, Yanan",,,,
EPPS,2302,002,17,8,4,3,1,3,2,,1,,,,2,,,,,0,"Bray, Timothy M",,,,,
EPPS,2302,003,,14,7,2,1,,1,1,,,,,1,,,,,1,"Oh, Seongdeok",,,,,
EPPS,6302,001,,9,26,1,1,,,,,,,,,,,,,1,"Ho, Karl","Chang, Gary",,,,
EPPS,6313,001,,24,1,,2,,,,,,,,,,,,,0,"Bray, Timothy M",,,,,
EPPS,6313,501,,2,4,9,2,4,,,,,,,,,,,,1,"Zhang, Pengfei","Meher, Shreyas R",,,,
EPPS,6316,501,,1,4,3,2,1,,1,,,,,,,,,,2,"Tiefelsdorf, Michael","Chowdhury, Yeamin Faria","Kim, Dongeun",,,
EPPS,6346,001,,3,3,3,1,,,,,,,,,,,,,0,"Fass, Simon",,,,,
EPPS,6356,001,,24,13,4,3,,,,,,,,,,,,,1,"Ho, Karl","Chang, Gary",,,,
EPPS,7313,501,,6,3,4,1,1,,2,,,,,,,,,,2,"Kim, Dohyeong","Jeong, Dohyo",,,,
EPPS,7370,001,,,6,2,2,,,,,,,,,,,,,0,"Brandt, Patrick",,,,,
FILM,1303,001,12,9,3,4,4,,,1,,,,,2,,,,,0,"Mahan, Mazyar",,,,,
FILM,1303,002,11,9,7,1,4,,,,,,,,1,,,,1,1,"Almroani, Nouf Mfdhi H",,,,,
FILM,1303,003,1,4,7,5,9,4,1,,,,,1,3,,,,,0,"Baker, Emily-Rose",,,,,
FILM,1303,004,16,7,3,4,2,1,1,,1,,,,,,,,,0,"Shafek, Amal S",,,,,
FILM,2332,001,21,7,4,,3,,,1,,,,,3,,,,,1,"Oliver, Stephanie R",,,,,
FILM,2332,002,7,5,14,6,3,2,1,1,,,,,,,,,,1,"Prakash, Arya",,,,,
FILM,2332,003,17,6,9,2,1,,1,1,,,,,2,,,,,0,"Wellborn, Brecken H",,,,,
FILM,2332,004,,4,11,6,12,24,12,6,13,4,8,3,10,,,,,2,"Petty, John E","Khoshniat, Ahmad",,,,
FILM,2332,501,,3,14,16,21,20,8,6,5,4,4,,8,,,,,1,"Petty, John E","Enyaosah, Damian P",,,,
FILM,3321,001,1,4,10,3,6,1,,2,,1,,,1,,,,1,0,"Baker, Emily-Rose",,,,,
FILM,3325,001,3,2,4,7,1,1,,,,,,,1,,,,,1,"McLean, Adrienne L",,,,,
FIN,3300,001,,24,,,17,,,7,,,2,,1,,,,1,4,"Lynch, Julie","Kalra, Tanya",,,,
FIN,3305,001,,5,,,7,,,5,1,,10,1,1,,,,,1,"Guttery, Randall",,,,,
FIN,3305,002,,,,,12,,,12,,,3,,3,,,,,0,"Lynch, Julie","Kalra, Tanya",,,,
FIN,3305,003,,4,2,,14,1,,12,3,,5,1,1,,,,,0,"Guttery, Randall",,,,,
FIN,3320,003,,16,6,4,6,6,4,4,2,9,,,,,,,,2,"Mace, Christopher","Hamzeh, Alireza",,,,
FIN,3320,004,,3,2,3,5,5,3,1,2,6,1,4,3,,,,,9,"Gurun, Ayfer","Gupte, Vaibhavi R",,,,
FIN,3320,007,8,4,1,3,3,1,2,6,3,4,2,3,4,,,,,7,"Gurun, Ayfer","Gupte, Vaibhavi R",,,,
FIN,3320,008,,1,4,12,8,5,4,3,1,,,,1,,,,,5,"Khanapure, Revansiddha B","Singh, Rajan",,,,
FIN,3320,009,,16,7,3,11,8,4,4,2,5,,,,,,,,0,"Mace, Christopher","Hamzeh, Alireza",,,,
FIN,3320,011,6,6,5,7,7,9,1,4,2,6,3,1,,,,,,0,"Murray, Jennifer R","Singh, Smita",,,,
FIN,3320,012,2,3,7,11,5,10,2,1,1,,,,4,,,,,1,"Khanapure, Revansiddha B","Singh, Rajan",,,,
FIN,3320,013,11,5,7,7,4,5,3,8,,2,2,4,1,,,,,1,"Murray, Jennifer R","Singh, Smita",,,,
FIN,3320,014,2,1,4,,2,2,3,2,4,,,,,,,,,3,"Rebello, Michael J",,,,,
FIN,3320,015,,7,15,9,7,3,5,6,4,,2,,1,,,,,0,"Xiao, Steven","Xiao, Wenjing",,,,
FIN,3320,016,,10,12,6,12,6,6,,1,,1,,1,,,,1,2,"Xiao, Steven","Xiao, Wenjing",,,,
FIN,3320,023,,14,2,7,10,11,1,2,1,4,,,,,,,,4,"Mace, Christopher","Hamzeh, Alireza",,,,
FIN,3320,024,,11,7,8,1,2,3,2,2,10,,1,,,,,,1,"Mace, Christopher","Hamzeh, Alireza",,,,
FIN,3330,001,1,5,28,13,8,5,1,2,,,,,,,,,,0,"Haynes, Steven","Agarwal, Riddhima",,,,
FIN,3340,501,29,18,17,3,1,,,,,,,,,,,,,1,"Molina, Stephen","Leal Valladares, Jorge A",,,,
FIN,3350,001,5,7,5,10,3,4,6,1,1,,,,3,,,,,0,"Rivera Mesias, Alejandro","Guo, Shujian","Singh, Smita",,,
FIN,3350,002,6,8,2,7,4,6,2,,1,,,,,,,,,2,"Rivera Mesias, Alejandro","Guo, Shujian","Singh, Smita",,,
FIN,3360,001,3,14,13,5,6,1,3,2,,,,,1,,,,,1,"Baranchuk, Nina","Abedini, Behnaz","Hagos, Michael F",,,
FIN,3365,0W1,4,14,3,8,21,1,2,,1,,,,,,,,,0,"DeCourcy, George A",,,,,
FIN,3365,501,,7,,,4,,,5,,,3,,2,,,,,2,"Lynch, Julie","Kalra, Tanya",,,,
FIN,3370,001,3,7,11,6,11,3,1,1,,,,,,,,,,0,"Haynes, Steven",,,,,
FIN,3370,002,5,7,18,11,5,5,2,1,,,,,1,,,,,1,"Haynes, Steven",,,,,
FIN,3380,001,4,2,6,5,7,7,4,4,4,1,1,2,2,,,,,1,"Gurun, Ayfer",,,,,
FIN,3390,001,,24,4,2,1,6,3,5,4,4,,,3,,,,,0,"Kaur, Dupinderjeet","Parashar, Harshal",,,,
FIN,3390,002,,27,5,4,2,5,5,3,2,5,,,2,,,,,1,"Kaur, Dupinderjeet","Parashar, Harshal",,,,
FIN,3390,003,,10,5,3,1,1,1,,2,,,,2,,,,,0,"Kaur, Dupinderjeet","Parashar, Harshal",,,,
FIN,3395,001,,5,5,3,4,4,,,,,,,,,,,1,0,"Noland, Jeff",,,,,
FIN,4300,001,1,7,10,8,8,4,1,,,,,,,,,,,0,"Khanapure, Revansiddha B","Singh, Rajan",,,,
FIN,4300,002,1,4,2,1,1,,3,6,2,,1,1,2,,,,,2,"Wei, Kelsey D","Huang, Zhuowei",,,,
FIN,4300,003,1,2,1,,4,,1,3,,,2,1,3,,,,,0,"Wei, Kelsey D","Huang, Zhuowei",,,,
FIN,4300,501,1,7,10,6,12,3,,,,,,,,,,,,1,"Khanapure, Revansiddha B","Singh, Rajan",,,,
FIN,4307,001,,11,8,9,9,9,,,,,,,,,,,,1,"Noland, Jeff",,,,,
FIN,4310,001,5,5,2,3,7,3,,1,3,,1,,3,,,,,0,"Meier, Jean-Marie","Hamzeh, Alireza",,,,
FIN,4310,002,2,7,3,4,6,3,4,1,1,,4,1,3,,,,,1,"Meier, Jean-Marie","Hamzeh, Alireza",,,,
FIN,4310,003,8,5,9,8,7,8,2,5,4,,,,,,,,,0,"Meier, Jean-Marie","Hamzeh, Alireza",,,,
FIN,4321,501,,,1,2,7,1,1,3,1,,,,,,,,,0,"Hedgecock, Blake M",,,,,
FIN,4328,501,,8,,,9,,,5,,,,,,,,,,0,"Lynch, Julie","Kalra, Tanya",,,,
FIN,4331,001,4,4,,,1,2,,1,,,,,,,,,,0,"Kaplan, Larry S",,,,,
FIN,4333,001,,3,12,6,1,3,,,,,,,,,,,,0,"Haynes, Steven",,,,,
FIN,4340,001,,1,2,1,3,4,,6,2,,1,1,,,,,,0,"Zhao, Feng","Huang, Zhuowei",,,,
FIN,4345,001,,7,10,4,8,1,2,,,,,,,,,,,1,"Ma, Liping","Kurucak, Abdurrahman",,,,
FIN,4380,002,8,25,9,3,3,4,2,2,1,,,,1,,,,,0,"Ballew, Gregory E","Agrawal, Ojasvi",,,,
FIN,6301,001,,9,9,5,6,8,1,2,,,,,3,,,,,0,"Xu, Yexiao","Wen, Yaxin",,,,
FIN,6301,0W1,,20,4,4,8,1,5,8,,,,,5,,,,,2,"Nishi, Hirofumi","Hagos, Michael F",,,,
FIN,6301,501,,32,6,6,8,5,2,,,,,,1,,,,,0,"Nishi, Hirofumi","Hagos, Michael F",,,,
FIN,6301,GW1,,5,5,3,7,,,,,,,,1,,,,,1,"Reichert, Carolyn A",,,,,
FIN,6301,GW2,,17,3,,1,1,,1,,,,,,,,,,0,"Minch, Lauren",,,,,
FIN,6301,MBC,,16,6,4,13,1,2,,,,,,1,,,,,1,"Reichert, Carolyn A",,,,,
FIN,6307,0W1,,5,5,6,5,6,,1,,,,,,,,,,0,"Ma, Liping","Kurucak, Abdurrahman",,,,
FIN,6307,501,,9,12,12,16,6,,5,,,,,,,,,,1,"Ma, Liping","Kurucak, Abdurrahman",,,,
FIN,6308,0W1,,12,10,8,15,2,,3,,,,,,,,,,0,"Lewin, Peter","Kelly, Matthew L",,,,
FIN,6310,501,,7,7,4,1,2,,,,,,,,,,,,1,"Xu, Yexiao","Wen, Yaxin",,,,
FIN,6315,501,,6,6,4,3,,,,,,,,,,,,,0,"Shah, Rajiv","Agrawal, Ojasvi",,,,
FIN,6318,001,,10,10,8,6,4,2,5,,,,,1,,,,1,0,"Xu, Yexiao","Wen, Yaxin",,,,
FIN,6318,002,,5,12,7,3,,,1,,,,,,,,,,0,"Ma, Liping","Kurucak, Abdurrahman",,,,
FIN,6321,5H1,,,1,,7,1,,4,,,,,1,,,,,1,"Guttery, Randall",,,,,
FIN,6322,0W1,,13,8,12,12,2,,1,,,,,,,,,,1,"DeCourcy, George A",,,,,
FIN,6325,001,,13,1,,,,,,,,,,,,,,,0,"Lewin, Peter","Kelly, Matthew L",,,,
FIN,6350,001,,4,1,,1,3,,3,,,,,1,,,,,0,"Baranchuk, Nina","Abedini, Behnaz","Hagos, Michael F",,,
FIN,6352,501,,3,5,5,5,,2,1,,,,,,,,,,1,"von Drathen, Christian","Kaur, Savleen",,,,
FIN,6353,001,,19,20,11,5,,3,1,,,,,,,,,,1,"Zhang, Huibing","Guo, Shujian",,,,
FIN,6356,501,,3,11,8,5,3,1,,,,,,1,,,,,1,"von Drathen, Christian",,,,,
FIN,6360,0W1,,2,6,4,27,15,,4,,,,,,,,,,0,"Zhao, Feng","Huang, Zhuowei",,,,
FIN,6364,501,,3,15,6,2,,,,,,,,,,,,,0,"Zhang, Huibing","Guo, Shujian",,,,
FIN,6366,501,,3,4,4,2,2,,,,,,,,,,,,0,"Xiao, Steven","Xiao, Wenjing",,,,
FIN,6392,0W1,,6,11,9,8,3,,,,,,,,,,,,2,"Zheng, Zhiqiang",,,,,
FREN,1311,001,3,2,1,2,2,,,,,,,,,,,,,0,"Boussouga, Imane",,,,,
FTEC,6303,FH1,,4,16,1,2,,,,,,,,1,,,,,1,"Gurun, Umit",,,,,
FTEC,6310,FH1,,10,3,,,,,,,,,,1,,,,,0,"Scott, James A","Kieschnick, Robert L",,,,
FTEC,6331,FH1,,6,8,2,1,1,,,,,,,,,,,,0,"Rahman, Nasir",,,,,
FTEC,6V99,FH1,,3,7,2,2,2,,,,,,,1,,,,1,1,"Scott, James A","Kieschnick, Robert L",,,,
FTEC,6V99,FH2,,8,1,,1,1,2,1,,,,,1,,,,,0,"Ayres, Jeffrey A","Wang, Yi",,,,
FTEC,6V99,FH3,,6,2,3,1,2,,5,,,,,,,,,,0,"Song, Liugen",,,,,
GEOG,2302,001,1,1,4,2,3,3,,2,,,2,,,,,,,0,"Cummings, Anthony R","Ahmed, Md. Nakir","Adeuga, Adewole M",,,
GEOG,2303,001,4,14,7,10,15,8,2,3,1,,1,,3,,,,,2,"Davenport, Miranda J",,,,,
GEOG,3357,001,4,20,7,7,4,3,,,,,,,,,,,,0,"Kim, Dohyeong","Chen, Meifang",,,,
GEOG,3377,501,,4,3,4,3,2,1,1,,1,,,,,,,,0,"Fass, Simon",,,,,
GEOS,1103,101,2,5,,1,3,2,,,,,,,3,,,,,2,"Griffin, William R","Veasey, Alec B",,,,
GEOS,1103,102,1,5,2,2,3,,,,1,,1,2,2,,,,,2,"Griffin, William R","Veasey, Alec B",,,,
GEOS,1303,001,3,30,14,11,3,2,3,1,2,2,,,,,,,,0,"Griffin, William R",,,,,
GEOS,1303,002,,,8,1,8,9,4,3,2,,,,2,,,,,1,"Pirouz, Mortaza","Moiz, Abdul",,,,
GEOS,1303,0W1,75,142,63,33,32,31,3,17,7,4,2,7,18,,,,,22,"Pujana, Ignacio","Chen, Yu","Xiong, Kai",,,
GEOS,2302,001,,1,4,3,3,1,2,1,,1,,,2,,,,,0,"Cummings, Anthony R","Ahmed, Md. Nakir","Adeuga, Adewole M",,,
GEOS,2306,001,3,2,,3,1,,3,1,,,1,,,,,,,0,"Mueller, Nicholas J","East, Robert S",,,,
GEOS,2310,0W1,4,26,8,1,22,2,1,12,2,3,3,,2,,,,,4,"Brikowski, Tom","Sink, Katharine O",,,,
GEOS,2321,0W1,1,10,10,7,10,7,,1,,,,,2,,,,,6,"Stern, Robert","Pujana, Ignacio","Willis, Siloa B","Sickmann, Zachary",,
GEOS,2340,HN1,,7,2,2,,,,,,,,,,,,,,0,"Stern, Robert","Griffin, William R",,,,
GEOS,3421,001,2,4,3,2,4,,,,,,,,,,,,,0,"Griffin, William R","Willis, Siloa B",,,,
GEOS,3464,001,,5,4,2,3,1,,,,,,,1,,,,,0,"Stern, Robert","Newman, Jordan W",,,,
GEOS,4320,001,3,1,2,2,4,,,,,,,,,,,,,0,"Ferguson, John F",,,,,
GEOS,4430,001,2,3,2,,3,,,1,,,1,,,,,,,1,"Brikowski, Tom","Sink, Katharine O",,,,
GEOS,5305,001,,13,,,,,,,,,,,,,,,,0,"Waite, Lowell",,,,,
GISC,2305,001,6,,,1,,,2,,1,,,,,,,,,0,"Qiu, Fang","Drouillard, Matthew J",,,,
GISC,4317,501,,4,1,2,,,1,,1,,,,,,,,,3,"Chastain, Bryan J","Lyu, Haitao",,,,
GISC,4363,0W1,4,1,2,2,1,1,,1,1,,,,,,,,,3,"Fu, Pinde","Venigalla, Lasya",,,,
GISC,4381,001,4,,1,2,1,1,1,2,2,,,,,,,,1,0,"Sardari, Mohammadreza","Yang, Yalin",,,,
GISC,6301,501,,,2,3,,2,,,,,,,,,,,,2,"Tiefelsdorf, Michael","Chowdhury, Yeamin Faria","Kim, Dongeun",,,
GISC,6317,501,,5,,2,,1,,,,,,,2,,,,,0,"Chastain, Bryan J","Lyu, Haitao",,,,
GOVT,2305,001,,50,46,21,22,14,4,9,1,1,1,2,4,,,,,4,"Johnson, Sara K","Pillai, Maitreyi M",,,,
GOVT,2305,002,,54,67,34,26,33,7,14,9,4,1,,12,,,,,5,"Johnson, Sara K","Pillai, Maitreyi M",,,,
GOVT,2305,003,33,77,80,34,27,24,7,7,2,1,1,,3,,,,,2,"Montgomery, Joshua","Lee, Moonsoo",,,,
GOVT,2305,004,1,17,35,50,43,53,22,25,23,5,8,4,10,,,,,3,"Muenks, Patrick",,,,,
GOVT,2305,005,,11,13,2,3,6,2,5,1,1,,1,3,,,,,1,"Eaton, John M",,,,,
GOVT,2306,001,94,77,67,19,18,13,4,1,,2,,,1,,,,,0,"Montgomery, Joshua","Lee, Moonsoo",,,,
GOVT,2306,002,,59,48,20,16,12,6,1,3,2,1,1,8,,,,,2,"Johnson, Sara K","Pillai, Maitreyi M",,,,
GOVT,2306,003,2,31,43,46,46,39,26,14,23,6,5,6,9,,,,,4,"Muenks, Patrick",,,,,
GOVT,2306,004,,69,73,46,29,38,19,13,3,3,2,,1,,,,,3,"Elliott, Euel W","Shafiq, Sadman",,,,
GOVT,2306,005,7,43,46,45,40,34,22,20,11,8,3,5,12,,,,,2,"Muenks, Patrick",,,,,
GOVT,2306,006,1,66,41,31,47,26,24,12,11,6,7,3,9,,,,,12,"Santoro, Lauren A","Hollis, Camron","Islam, Maria",,,
GOVT,2306,007,,52,57,36,38,40,14,5,4,5,1,,8,,,,,4,"Elliott, Euel W","Shafiq, Sadman",,,,
GOVT,2306,HN2,,24,2,,1,,,,,,,,,,,,,0,"Elliott, Euel W","Shafiq, Sadman",,,,
GOVT,2306,HN3,,23,4,,,,,,,,,,,,,,,0,"Elliott, Euel W","Scotch, Richard","Shafiq, Sadman",,,
GOVT,2306,HN4,8,11,3,2,1,,1,,,,,,,,,,,0,"Dow, Douglas C",,,,,
GST,2300,001,,10,1,1,10,,,2,1,,,,,,,,,1,"Werhnyak, Larissa",,,,,
GST,3302,001,1,9,1,1,1,2,,,,,,,,,,,,0,"Jakobsson, Pia K",,,,,
HCS,6302,001,,,,,,,,,,,,,,32,,,,0,"Stillman, Robert",,,,,
HCS,6312,002,,7,3,3,1,,2,,,,,,,,,,,0,"Ackerman, Robert A","Millward, Kennedy A",,,,
HCS,6340,001,,6,2,1,1,,1,,,,,,2,,,,,0,"Kroener, Sven",,,,,
HCS,6346,001,,6,1,,1,,,2,,,,,,,,,,0,"Thompson, Lucien",,,,,
HCS,6350,001,,7,3,1,2,,,,,,,,,,,,1,0,"Owen, Margaret",,,,,
HCS,7121,001,,,,,,,,,,,,,,25,,,,0,"Kolber, Benedict J",,,,,
HCS,7355,001,,9,4,2,2,,,,,,,,,,,,,0,"Kent, Jerillyn",,,,,
HDCD,6312,001,,9,,,6,,,,,,,,,,,,,0,"Hunsley, Jana",,,,,
HDCD,6315,001,,11,,,1,,,,,,,,,,,,,0,"Hunsley, Jana",,,,,
HDCD,6319,0H1,,3,1,,8,,,,,,,,,,,,,0,"Spence, Melanie",,,,,
HIST,1301,001,2,11,42,44,40,46,15,20,15,10,6,11,24,,,,,5,"Schulze, Jeffrey","Cooper, Dalton W","Yang, Dawn D","Gu, Jiajia","Shows, Gregory S","Dunham, Daniel C"
HIST,1301,002,1,18,46,54,45,37,17,12,10,3,6,6,19,,,,,16,"Schulze, Jeffrey","Vecchio, Anthony","Dunham, Daniel C","Atman, Sabri","Zhang, Yan","Wensel, Laurence L"
HIST,1301,003,67,48,18,17,10,2,2,2,2,1,2,2,4,,,,1,2,"Schlereth, Eric R","Armstrong, Jennifer J","Lakhani, Brenda L","Seidl-Staley, Ash J",,
HIST,1302,001,,5,9,5,5,10,3,4,5,,,1,,,,,,2,"Li, Ang",,,,,
HIST,1302,501,1,19,1,8,6,,1,2,,,,,2,,,,,0,"Pettengill, Ryan S",,,,,
HIST,1302,HN1,1,9,13,1,1,,,,1,,,,,,,,,0,"Schulze, Jeffrey",,,,,
HIST,2301,001,80,96,29,18,21,8,7,9,1,,7,4,16,,,,,3,"Stewart, Whitney","Gee, Taylor N","Murphy, Trisha","Evans, Stevesha M","Cai, Rebecca","Scalley, Michael W"
HIST,2340,001,6,24,13,8,3,4,4,2,1,1,2,,1,,,,,0,"Admiral, Rosemary",,,,,
HIST,2360,501,7,9,15,10,9,6,3,2,1,,1,,3,,,,1,1,"Wilson, Michael",,,,,
HIST,2370,0W1,,,10,6,4,3,,,,,,,7,,,,,0,"Pfister, Debra H",,,,,
HIST,2381,001,19,61,23,17,21,7,4,7,3,,5,,8,,,,,4,"Ring, Natalie","Bennett, Jason H","Leon Dubon, Saul V","Akhighu, Odegua M",,
HIST,3301,001,,4,3,,2,,1,1,4,,,,1,,,,,2,"Farmer, J Michael",,,,,
HIST,3301,002,2,5,2,,1,1,2,,,,,1,2,,,,,1,"Kerner, Amy",,,,,
HIST,3302,001,1,7,,,2,2,1,2,,,,,,,,,,0,"Jakobsson, Pia K",,,,,
HIST,3305,001,1,10,4,1,6,,,,,,1,,5,,,,,1,"Kerner, Amy",,,,,
HIST,3312,501,,4,3,1,12,2,,2,1,,,,1,,,,,1,"Farmer, J Michael",,,,,
HIST,3328,001,6,6,4,3,6,,,1,,,,1,2,,,,,0,"Gossin, Pamela",,,,,
HIST,3337,001,,13,4,4,,1,2,,1,3,,,1,,,,,1,"Channell, David",,,,,
HIST,3376,001,,1,1,2,4,3,,,,1,,,2,,,,,1,"Wickberg, Daniel",,,,,
HIST,3394,001,,5,2,2,3,2,5,1,3,1,,,2,,,,,1,"Schulze, Jeffrey",,,,,
HIST,4359,001,,10,1,,1,2,,,,,,1,2,,,,,1,"Rankin, Monica A",,,,,
HIST,4378,001,,4,4,3,1,,,,,,,,2,,,,,1,"Ring, Natalie",,,,,
HIST,4379,501,,3,1,4,4,1,,,,,,,1,,,,1,0,"Wilson, Michael",,,,,
HIST,4381,001,3,2,3,1,,1,,1,,1,,,,,,,1,0,"Hill, Kimberly D",,,,,
HIST,4388,501,3,9,3,2,1,,,,1,,,,,,,,,0,"Pfister, Debra H",,,,,
HIST,4390,001,,3,4,2,1,1,,1,,,,,,,,,,0,"Rankin, Monica A",,,,,
HIST,6302,001,,6,1,,4,,,,,,,,,,,,,0,"Stewart, Whitney",,,,,
HIST,6330,501,,4,3,1,4,,,,,,,,,,,,,0,"Hill, Kimberly D",,,,,
HIST,6342,001,,7,,2,,,,,,,,,,,,,1,0,"Patterson, David",,,,,
HIST,6370,001,,11,2,,,,,,,,,,,,,,,0,"Admiral, Rosemary",,,,,
HLTH,1301,0W1,2,1,7,4,8,6,,1,3,1,2,,3,,,,,2,"Baetge, Claire",,,,,
HLTH,1301,0W2,,,9,7,1,8,4,6,1,,1,,3,,,,,0,"Baetge, Claire",,,,,
HLTH,1322,0W1,,20,,10,9,,1,1,,,2,,1,,,,,0,"McBride, Rachael L",,,,,
HLTH,1322,0W2,,13,,7,13,,1,2,,,3,,6,,,,,0,"McBride, Rachael L",,,,,
HLTH,3101,0W1,,144,,,5,,,,,,,,1,,,,,0,"Sandon, Lona",,,,,
HLTH,3101,0W2,,135,,,10,,,3,,,,,2,,,,,0,"Sandon, Lona",,,,,
HLTH,3101,0W3,,65,,,7,,,1,,,1,,,,,,,1,"Sandon, Lona",,,,,
HLTH,3101,0W4,,64,,,9,,,1,,,,,,,,,,1,"Sandon, Lona",,,,,
HLTH,3101,0W5,,45,,,4,,,1,,,,,,,,,,0,"Sandon, Lona",,,,,
HLTH,3300,001,,6,30,15,17,32,9,13,1,3,3,1,,,,,,0,"Byrnes, Kathleen A",,,,,
HLTH,3305,001,2,4,13,6,2,4,3,1,2,,1,,,,,,,0,"Stark, Azadeh T",,,,,
HLTH,3305,002,,18,12,9,1,,,,,,,,,,,,,0,"Taylor, Donald E",,,,,
HLTH,3305,003,3,2,4,7,5,2,1,1,2,,,,,,,,,1,"Stark, Azadeh T",,,,,
HLTH,3310,0W1,15,13,8,7,2,3,2,,1,1,1,,13,,,,,3,"Duquaine-Watson, Jill M",,,,,
HLTH,3310,0W2,2,26,10,12,2,3,,1,,2,,,8,,,,,4,"Duquaine-Watson, Jill M",,,,,
HLTH,3315,001,,1,20,8,8,16,8,4,6,5,,,,,,,,0,"Byrnes, Kathleen A",,,,,
HLTH,4108,001,33,4,,1,,,2,,,,,,,,,,,0,"Rainey, Anthony D",,,,,
HLTH,4305,001,4,8,12,7,6,3,,,1,,,,,,,,,0,"Stark, Azadeh T",,,,,
HLTH,4305,002,5,8,7,7,7,3,2,2,1,,2,,,,,,,1,"Stark, Azadeh T",,,,,
HLTH,4306,001,2,13,4,1,4,6,3,,3,1,,,,,,,,0,"Savard, Ryan R",,,,,
HLTH,4306,002,,3,3,1,3,2,,3,5,2,3,3,2,,,,,3,"Savard, Ryan R",,,,,
HLTH,4380,0W1,27,7,5,3,9,4,,1,,1,1,,1,,,,,0,"Dornback, Sarah","Slattery, Ryan P",,,,
HMGT,3080,001,,,,,,,,,,,,,,,20,,,0,"Karnuta, Daniel",,,,,
HMGT,3301,001,4,7,17,6,8,8,1,1,1,,,,,,,,,0,"Robb, Horace",,,,,
HMGT,3301,002,11,9,14,10,8,2,,2,,,,1,1,,,,,0,"Aubrey, Lea E",,,,,
HMGT,3301,003,3,9,4,2,4,5,5,5,1,,,,3,,,,,8,"Kaplan, Marilyn R",,,,,
HMGT,3301,501,,1,5,1,5,1,2,4,,,,,,,,,,5,"Tesmer, Kristin M","Gandhe, Devesh Santosh",,,,
HMGT,3310,001,,1,3,4,2,2,,2,1,,1,,,,,,,0,"Tesmer, Kristin M","Gandhe, Devesh Santosh",,,,
HMGT,3310,002,,,,1,3,4,3,1,5,,2,,,,,,1,2,"Tesmer, Kristin M","Gandhe, Devesh Santosh",,,,
HMGT,3311,001,,14,,1,11,,,14,,,3,,3,,,,,1,"Karnuta, Daniel","Liu, Yilin",,,,
HMGT,3311,002,,6,,1,11,,,6,,,3,,,,,,1,0,"Karnuta, Daniel","Liu, Yilin",,,,
HMGT,3320,001,,16,,,9,1,1,12,,,5,,3,,,,,1,"Karnuta, Daniel","Liu, Yilin",,,,
HMGT,4321,001,3,13,7,14,13,,3,6,,,,,,,,,,0,"Moonesinghe, Mark S","Regonda, Akhil",,,,
HMGT,4395,001,10,10,5,,10,,,,,,5,,,,,,,2,"Kaplan, Marilyn R","Tesmer, Kristin M","Gandhe, Devesh Santosh",,,
HMGT,6311,501,,7,,5,17,,,,,,,,,,,,,0,"Karnuta, Daniel","Liu, Yilin",,,,
HMGT,6320,0W1,,37,,,10,,,2,,,,,,,,,,0,"Thurgood, Keith L","Kanakamedala, Maanvitha",,,,
HMGT,6320,501,,16,,1,14,,,7,,,,,1,,,,,0,"Walton, James W","Kanakamedala, Maanvitha",,,,
HMGT,6320,CH1,,22,1,,,,,,,,,,,,,,,0,"Jacob, Stephen",,,,,
HMGT,6321,0W1,,2,7,7,10,5,3,3,,,,,4,,,,,1,"Ramanathan, Kannan",,,,,
HMGT,6323,501,,16,5,4,6,2,,,,,,,,,,,,1,"Ayvaci, Mehmet U","Regonda, Akhil",,,,
HMGT,6324,0W2,,17,1,1,5,,,,,,,,,,,,,0,"Ziegler, Laurie","Teschner, Ryan S",,,,
HMGT,6325,501,,5,6,7,2,1,,,,,,,,,,,,1,"Wang, Guihua","Zhang, Minmin",,,,
HMGT,6327,501,,19,2,,,,,,,,,,,,,,,0,"Stephens, Timothy G",,,,,
HMGT,6330,501,,7,4,2,,,,1,,,,,,,,,1,3,"Drummond, Jeffery P",,,,,
HMGT,6331,CH1,,27,2,1,2,,,,,,,,,,,,,0,"Jacob, Stephen",,,,,
HMGT,6332,CH1,,21,2,6,2,,,,,,,,,,,,,0,"Ramanathan, Kannan",,,,,
HMGT,6334,501,,6,8,4,1,,,,,,,,,,,,,0,"Ayvaci, Mehmet U","Regonda, Akhil",,,,
HMGT,6401,AH6,,24,,,1,,,,,,,,,,,,,1,"Kaiser, Robert C",,,,,
HMGT,6402,AH6,,19,4,3,2,,,,,,,,,,,,,0,"Kaiser, Robert C",,,,,
HMGT,6402,AS1,,41,1,,,,,,,,,,,,,,,0,"Taylor, Donald E","McCracken, John",,,,
HMGT,6407,AS1,,16,,,,,,,,,,,,,,,,0,"Taylor, Donald E","Young, Garry",,,,
