Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
EECT,6326,001,,4,2,5,7,1,,,,,,,1,,,,1,"Lee, Hoi","Chen, Chen",,,,
EEDG,6301,001,,20,,,,,,,,,,,,,,,0,"Swartz, William P","Huang, Qiongdan",,,,
EEDG,6302,001,,4,3,,2,3,,,,,,,2,,,,2,"Bennett, Terrell R","Kuruvila, Abraham P",,,,
EEDG,6304,001,,22,,,,,,,,,,,,,,,0,"Hu, Yang","Wang, Jianda","Zeng, Xiaoming",,,
EEDG,6370,001,,6,6,2,3,,,1,,,,,,,,2,1,"Bhatia, Dinesh","Goswami, Pingakshya",,,,
EEMF,6321,501,,40,5,,,,,,,,,,,,,1,0,"Frensley, William","Liu, Jinbo",,,,
EEMF,6382,501,,4,,2,1,3,,,,,,,,,,1,1,"Pourkamali, Siavash","Sheikhlari, Sepehr",,,,
EEPE,6356,001,,5,3,,1,,,,,,,,,,,4,0,"Gardner, Matthew C","Daniar, Ahmad",,,,
EERF,6311,501,,4,5,2,2,3,,1,,,,,1,,,,0,"Saad, Ricardo E","Xu, Xiangyu",,,,
EERF,6330,001,,5,2,4,2,1,,,,,,,2,,,3,0,Kenneth,"Farooq, Muhammad Musab",,,,
EERF,6351,501,,18,1,,,,,,,,,,,,,,0,"Henderson, Rashaunda M","Virushabadoss, Nishanth",,,,
EESC,6349,001,,4,4,,,,,,,,,,1,,,,1,"Fonseka, John","Hassan, Rana A",,,,
EESC,6360,001,,5,1,2,1,1,,,,,,,,,,,1,"Busso Recabarren, Carlos A","Leem, Seong-Gyun",,,,
EESC,6395,001,,23,2,,,,,,,,,,,,,,1,"Tamil, Lakshman","Tiryaki, Erhan",,,,
ENGR,2300,001,1,2,1,3,4,2,2,2,2,1,3,,5,1,1,,2,"Mezenner, Rabah","Mahmoud, Mohamed H",,,,
ENGR,2300,002,6,18,2,3,7,1,2,,1,,,,1,3,1,,5,"Heins, Matthew S","Han, Weijie",,,,
ENGR,2300,003,1,4,2,4,5,1,,3,,,,,1,2,3,,0,"Mezenner, Rabah","Mahmoud, Mohamed H",,,,
ENGR,2300,004,4,17,1,1,9,,,5,,,,1,3,5,,,1,"Ali, Mohammed Z","Leem, Seong-Gyun",,,,
ENGR,2300,005,1,15,2,2,7,3,1,1,,,,,2,3,1,,2,"Heins, Matthew S","Abbas, Farhat","Han, Weijie","Hassan, Rana A",,
ENGR,2300,006,,23,,2,10,1,1,5,,,1,,,4,,,2,"Ali, Mohammed Z","Upadhyay, Bhaskar R",,,,
ENGR,2300,007,,1,,2,4,2,2,1,2,,,,5,5,1,,0,"Mezenner, Rabah","Mohamed, Ahmed M",,,,
ENGR,2300,008,,7,,2,2,1,,3,3,,1,,3,1,,,1,"Heins, Matthew S","Hassan, Rana A",,,,
ENGR,2300,0W1,5,19,1,8,1,2,,2,4,,1,,1,4,2,,0,"Akin, Bilal","Li, Chen","Afshar, Mojtaba",,,
ENGR,2300,501,4,20,1,1,7,1,1,6,,,,,,7,,,2,"Ali, Mohammed Z","Helwa, Sherief M","Mohamed, Ahmed M",,,
ENGR,3300,001,,2,,,8,,,6,5,,1,,3,8,7,,0,"Lee, Jung S","Hossain Bhuiyan, Md Emran","Si, Qilin","Parvez, Mohammad Salman",,
ENGR,3300,002,,3,,,7,,,8,2,,4,,,13,5,,2,"Lee, Jung S","Baral, Ashwin Bhobani",,,,
ENGR,3300,003,1,3,,,9,,,4,7,,3,,1,13,3,,1,"Lee, Jung S","Si, Qilin","Parvez, Mohammad Salman","Hossain Bhuiyan, Md Emran",,
ENGR,3300,004,8,6,7,3,1,1,1,,4,,1,1,1,9,2,,0,"Saad, Ricardo E","Nourmohamadi, Hesam",,,,
ENGR,3300,005,2,4,4,3,5,4,2,2,2,,,1,,12,3,,1,"VanDenberghe, William","Singh, Vidushi",,,,
ENGR,3300,006,,1,,1,7,4,,2,3,,1,,3,9,8,,5,"Florence, James M","Wang, Zhen",,,,
ENGR,3300,007,,2,,,6,4,,7,3,,1,,1,7,4,,4,"Florence, James M","Goswami, Pingakshya",,,,
ENGR,3300,501,,,,,,,,3,7,,5,,2,11,10,,3,"Lee, Jung S","Tiryaki, Erhan","Xie, Hao",,,
ENGR,3341,001,,8,2,1,5,4,2,6,3,,3,,3,6,5,,6,"Gelb, Lev D","Mosur Saravana Murthy, Lakshmi Narayanan","Shamsi, Zeshaan",,,
ENGR,3341,002,8,3,7,4,7,4,5,2,2,,,,,9,,,2,"Saquib, Mohammad","Olee, Shakil Mahmud",,,,
ENGR,3341,003,5,14,6,5,7,7,1,1,2,,1,,,3,,,1,"Saquib, Mohammad","Olee, Shakil Mahmud",,,,
ENGR,3341,004,7,7,8,9,4,5,,3,,,2,,1,,,,3,"Nosratinia, Aria","Uddin, Mohammed Belal",,,,
ENGR,3341,005,,9,1,2,12,4,1,2,4,,2,,,9,4,,3,"Gelb, Lev D","Mosur Saravana Murthy, Lakshmi Narayanan","Shamsi, Zeshaan",,,
ENGR,3341,0W1,4,6,6,4,3,4,1,2,1,1,1,2,2,8,5,,3,"Myers, Kathleen","Alexander, Ritzia V",,,,
ENGR,3341,0W2,,3,8,,6,4,4,1,2,,1,1,6,11,2,,5,"Myers, Kathleen","Alexander, Ritzia V",,,,
ENGY,3302,001,1,13,4,,,1,,,1,,,,,,,,1,"Sibley, Daniel C","Wendel, Alexa P",,,,
ENTP,3301,001,2,13,8,12,6,5,1,1,1,,,,1,8,,,0,"Choi, Emily","Kwon, Jung Hyun",,,,
ENTP,3301,002,2,13,14,7,7,4,,,,,,,1,7,1,,1,"Choi, Emily","Kwon, Jung Hyun",,,,
ENTP,3301,004,5,7,18,5,6,7,,,,,,,1,2,1,,5,"Nichols, Paul M",,,,,
ENTP,3301,005,,7,,2,13,3,,,2,,3,,5,7,,,2,"Kimzey, Jackie","Satyavolu, Ramana Sai Sri Harsha",,,,
ENTP,3301,0W1,,20,,,19,,,1,,,,,1,5,,,3,"Pedigo, Madison F",,,,,
ENTP,3320,001,,,7,7,,,,,,,,,,,,,0,"Peck, Paul S",,,,,
ENTP,3360,001,,1,2,2,5,,,2,,,,,,5,,,1,"Park, Haemin","Yeo, Yundong",,,,
ENTP,3360,002,,1,1,1,3,3,,1,,,,,,3,,,2,"Park, Haemin","Yeo, Yundong",,,,
ENTP,4311,001,,19,,,20,,,4,,,,,2,7,1,,2,"Shah, Rajiv","Welbourne Eleazar, Miranda J",,,,
ENTP,4320,501,6,5,15,6,4,4,,2,,,,,,4,,,2,"Peck, Paul S",,,,,
ENTP,4340,501,3,30,36,21,26,13,5,6,4,,7,,2,39,11,,5,"Wright, Robert G","Briseno, Joselyn A","Sardana, Chirag",,,
ENTP,4360,001,3,4,7,4,4,1,1,,1,,,,,2,,,1,"Choi, Emily","Kwon, Jung Hyun",,,,
ENTP,6370,0W1,,10,7,1,5,1,1,,,,,,,,,8,0,"Kimzey, Jackie","Satyavolu, Ramana Sai Sri Harsha",,,,
ENTP,6370,501,,5,5,,7,,,,,,,,,,,4,0,"Kimzey, Jackie","Satyavolu, Ramana Sai Sri Harsha",,,,
ENTP,6375,501,,5,3,1,1,1,,,,,,,,,,1,0,"Shah, Rajiv","Welbourne Eleazar, Miranda J",,,,
ENTP,6378,501,,6,4,1,2,,,,,,,,,,,2,0,"Park, Haemin","Yeo, Yundong",,,,
ENTP,6394,XS1,,10,8,1,9,,,,,,,,,,,5,0,"Kimzey, Jackie","Satyavolu, Ramana Sai Sri Harsha",,,,
ENTP,6398,501,,18,7,6,4,1,,,,,,,,,,7,0,"Shah, Rajiv","Welbourne Eleazar, Miranda J",,,,
ENVR,2302,0W1,3,,3,1,1,2,,2,,,,,1,3,,,0,"Cummings, Anthony R","Kopru, Esad F",,,,
EPCS,2200,001,,37,11,7,10,,1,1,,,,,,13,,,5,"Bennett, Terrell R",,,,,
EPCS,3200,001,,11,1,2,1,,,,,,,,,,,,0,"Bennett, Terrell R",,,,,
EPPS,2301,001,14,9,10,3,5,4,1,1,1,1,,,4,4,4,,9,"Parker, Misty D","Noe, Ricardo",,,,
EPPS,2301,002,,10,6,7,2,,2,1,,3,,1,,1,,,1,"Taden, John",,,,,
EPPS,2301,0W1,9,2,3,5,2,3,,,,,,1,6,4,2,,2,"Kosiewicz, Holly","Noor, Muhammad Zeeshan",,,,
EPPS,2302,001,2,8,1,2,6,1,,1,,2,2,,2,3,,,2,"Dean, Denis J",,,,,
EPPS,2302,003,,21,7,3,6,1,1,,2,,,,4,,2,,3,"Bray, Timothy M",,,,,
EPPS,6313,501,,36,,,2,,,,,,,,1,,,,1,"Grover, William C",,,,,
EPPS,6316,501,,6,5,6,2,2,,2,,,,,,,,,1,"D'Orazio, Vito",,,,,
EPPS,6323,001,,9,3,1,1,,,1,,,,,,,,1,1,"Ho, Karl",,,,,
EPPS,6354,001,,5,2,3,,,,,,,,,,,,,0,"Ho, Karl",,,,,
EPPS,7304,0H1,,,3,4,2,1,,,,,,,,,,1,0,"Fass, Simon",,,,,
EPPS,7316,001,,1,10,2,,,,,,,,,,,,,1,"Brandt, Patrick",,,,,
FILM,1303,001,15,6,4,5,4,1,,1,,,1,,3,3,2,,3,"Almroani, Nouf Mfdhi H",,,,,
FILM,1303,002,29,6,2,1,,2,1,2,,,,2,1,2,1,,0,"Shafek, Amal S",,,,,
FILM,2332,001,1,1,7,14,9,12,11,10,3,2,3,6,15,4,9,,7,"Petty, John E","Wensel, Laurence L",,,,
FILM,2332,0W1,17,15,22,17,12,4,4,,1,1,,1,3,6,7,,8,"Dillard, Clayton","Lyon, Tara L",,,,
FILM,3321,001,5,5,2,12,9,3,4,2,,,,,1,2,,,3,"McLean, Adrienne L",,,,,
FILM,3342,001,1,11,3,5,2,,,1,1,2,,,4,,,,2,"Warren, Shilyh J",,,,,
FIN,3300,001,,33,,,7,,,5,,,,,6,4,1,,4,"Lynch, Julie","Kandoi, Sidharth",,,,
FIN,3305,002,,8,2,,9,,,5,,,3,,3,6,1,,3,"Guttery, Randall","Wen, Yaxin",,,,
FIN,3305,003,,7,4,,9,3,,1,,,,,3,11,,,2,"Guttery, Randall","Wen, Yaxin",,,,
FIN,3320,001,,9,8,9,12,,3,5,,,1,,,8,2,,3,"Wang, Pingle","Smith, Jake A",,,,
FIN,3320,002,1,3,7,,12,2,,1,6,,2,,2,16,1,,5,"Cordell, David M","Kambiri, Prerak",,,,
FIN,3320,003,2,4,5,1,7,3,1,,4,,5,,1,12,5,,7,"Cordell, David M","Kambiri, Prerak",,,,
FIN,3320,004,,2,4,1,9,1,1,1,2,,2,,2,17,2,,8,"Cordell, David M","Kambiri, Prerak",,,,
FIN,3320,005,4,8,17,6,4,5,3,1,2,1,,,1,5,2,,1,"Mace, Christopher",,,,,
FIN,3320,008,3,5,6,7,4,,,3,2,2,1,3,,17,5,,2,"Gurun, Ayfer","Lee, Pil-Seng",,,,
FIN,3320,009,8,6,9,5,1,2,3,,2,1,,2,4,11,3,,2,"Mace, Christopher",,,,,
FIN,3320,010,,6,6,11,10,2,2,,1,,,,,6,,,4,"Khanapure, Revansiddha B","Le, Thu N",,,,
FIN,3320,011,,20,,,16,,,1,,,,,,22,,,1,"Li, Jun","Zhu, Yifan",,,,
FIN,3320,013,,24,,,13,,,5,,,,,,17,,,0,"Li, Jun","Zhu, Yifan",,,,
FIN,3320,014,,12,7,5,6,2,,7,,,,,,14,1,,4,"Wang, Pingle","Smith, Jake A",,,,
FIN,3320,0W1,1,22,2,,11,3,,2,1,,,1,,15,1,,0,"Manzi, Jeff",,,,,
FIN,3320,0W2,2,12,5,2,12,2,1,3,,,1,1,1,16,,,2,"Manzi, Jeff",,,,,
FIN,3320,501,,5,6,8,8,4,3,1,1,,,,1,5,,,4,"Khanapure, Revansiddha B","Le, Thu N",,,,
FIN,3320,HON,5,21,4,2,2,,,,,,,,1,19,,,0,"Peabody, Stephen D",,,,,
FIN,3330,001,4,24,,1,,,,,,,,,,,,,0,"Peabody, Stephen D","Tennyson, Sephode P",,,,
FIN,3330,002,1,15,,2,6,3,2,5,1,,,,,15,,,1,"Manzi, Jeff","Tennyson, Sephode P",,,,
FIN,3330,003,2,15,2,2,11,2,,3,2,,,,,13,2,,4,"Manzi, Jeff","Tennyson, Sephode P",,,,
FIN,3330,004,7,27,,1,,,,,,,,,,1,,,0,"Peabody, Stephen D","Tennyson, Sephode P",,,,
FIN,3340,001,28,15,,1,,2,,,,,,,,1,,,1,"Molina, Stephen","Wendel, Alexa P",,,,
FIN,3350,001,,6,21,5,6,,,2,2,,,,2,4,4,,4,"Xia, Han","Zhao, Yabo",,,,
FIN,3350,002,,7,9,7,7,,1,,,,,,2,12,4,,5,"Xia, Han","Zhao, Yabo",,,,
FIN,3360,001,,3,4,7,5,,,4,,,,,2,3,,,2,"Park, Haemin","Yeo, Yundong",,,,
FIN,3360,002,,6,1,12,6,1,3,3,,,,,,8,1,,3,"Park, Haemin","Yeo, Yundong",,,,
FIN,3365,001,7,8,3,1,6,5,,4,,1,1,,1,6,,,1,"DeCourcy, George A",,,,,
FIN,3370,001,3,9,16,6,1,1,,,1,,1,,1,5,,,2,"Haynes, Steven","Kandoi, Sidharth",,,,
FIN,3380,001,4,3,5,9,6,,1,3,1,1,3,2,,17,4,,0,"Gurun, Ayfer","Lee, Pil-Seng",,,,
FIN,3380,002,3,3,5,4,5,1,,1,1,1,2,1,,13,3,,0,"Gurun, Ayfer","Lee, Pil-Seng",,,,
FIN,3390,001,12,10,4,6,6,4,,1,1,,1,,,8,2,,3,"El-Ashmawi, Amal H","Ramesh Vasisht, Sudhanva",,,,
FIN,3390,002,20,9,5,4,2,2,,,3,,,1,,2,,,2,"El-Ashmawi, Amal H","Ramesh Vasisht, Sudhanva",,,,
FIN,3390,003,12,7,11,4,1,4,,1,,,,,,7,1,,0,"El-Ashmawi, Amal H","Ramesh Vasisht, Sudhanva",,,,
FIN,3390,005,,3,3,2,3,,,,3,,,,1,15,1,,3,"Kaur, Dupinderjeet","Tembhurne, Sumit",,,,
FIN,3395,501,,8,9,,3,4,1,,2,,1,,,13,,,2,"Kaur, Dupinderjeet","Tembhurne, Sumit",,,,
FIN,4300,001,,8,7,4,4,2,2,1,1,,,,,16,,,2,"Khanapure, Revansiddha B","Le, Thu N",,,,
FIN,4300,002,3,7,4,4,1,5,,,1,2,,,1,19,,,3,"Tang, Xiaoxiao","Sharma, Abhishek",,,,
FIN,4300,003,1,4,2,1,3,2,1,,1,1,,1,1,8,,,4,"Tang, Xiaoxiao","Sharma, Abhishek",,,,
FIN,4300,501,,2,1,1,1,1,2,,,,,,1,12,2,,2,"Tang, Xiaoxiao","Sharma, Abhishek",,,,
FIN,4305,001,2,5,8,4,3,1,,1,1,,,,,3,,,0,"Zhao, Feng","Wen, Yaxin",,,,
FIN,4310,001,5,4,10,8,7,,3,3,4,1,,,3,9,,,1,"Hasler, Michael","Hamzeh, Alireza",,,,
FIN,4310,002,1,4,13,10,4,4,1,3,2,,,1,,13,1,,1,"Hasler, Michael","Hamzeh, Alireza",,,,
FIN,4310,501,,16,,1,,3,1,2,3,,,1,1,5,,,2,"Yang, Hang",,,,,
FIN,4313,001,,8,3,1,,,,,,,,,,1,1,,0,"Sibley, Daniel C","Wendel, Alexa P",,,,
FIN,4321,501,,6,1,,14,1,,4,1,,1,,,3,1,,1,"Hedgecock, Blake M",,,,,
FIN,4333,501,2,2,2,1,1,1,,,1,,,,,,,,3,"Haynes, Steven",,,,,
FIN,4337,501,,4,4,1,1,,,1,,,,,,1,,,0,"Ballew, Gregory E",,,,,
FIN,4340,001,,8,2,5,1,1,1,1,1,1,,,3,,2,,2,"Kaur, Dupinderjeet","Tembhurne, Sumit",,,,
FIN,4345,001,8,38,,7,2,1,,,,1,,,,2,,,0,"Ma, Liping","Sharma, Abhishek",,,,
FIN,4390,001,24,,,,,,,,,,,,,,,,0,"Manzi, Jeff","Treece, Gregory A",,,,
FIN,6301,0W1,,45,,,7,,,,,,,,,,,3,4,"El-Ashmawi, Amal H",,,,,
FIN,6301,501,,13,9,8,6,1,,,,,,,1,,,5,1,"Nanda, Vikram K","Guo, Shujian",,,,
FIN,6301,502,,8,2,9,2,,,,,,,,1,,,3,0,"Nanda, Vikram K","Guo, Shujian",,,,
FIN,6301,AW1,,11,5,4,4,,,1,,,,,,,,1,0,"Reichert, Carolyn A",,,,,
FIN,6301,MBP,,17,7,6,7,,,,,,,,,,,7,0,"Reichert, Carolyn A",,,,,
FIN,6307,501,,35,11,4,3,1,2,,,,,,2,,,2,2,"Ma, Liping","Sharma, Abhishek",,,,
FIN,6310,501,,4,3,5,2,,,,,,,,,,,5,1,"Khanapure, Revansiddha B","Le, Thu N",,,,
FIN,6314,001,,9,3,4,,,,,,,,,,,,,0,"Zhao, Feng","Wen, Yaxin",,,,
FIN,6315,0W1,,7,1,5,1,,,1,,,,,,,,2,1,"Pedigo, Madison F",,,,,
FIN,6316,501,,10,2,3,1,1,,,,,,,,,,4,0,"Springate, David J",,,,,
FIN,6318,501,,8,6,6,3,1,,,,,,,,,,10,2,"Xu, Yexiao","Wen, Yaxin",,,,
FIN,6321,501,,13,,,7,1,,1,,,,,2,,,,0,"Guttery, Randall","Wen, Yaxin",,,,
FIN,6322,0W1,,20,3,3,4,,,1,,,,,1,,,4,0,"DeCourcy, George A",,,,,
FIN,6325,501,,14,4,3,4,,1,,,,,,,,,4,0,"Xia, Han","Zhao, Yabo",,,,
FIN,6335,501,,6,9,7,,,,,,,,,,,,8,1,"Sibley, Daniel C","Wendel, Alexa P",,,,
FIN,6350,001,,5,2,1,,1,,,,,,,1,,,4,2,"Baranchuk, Nina",,,,,
FIN,6352,001,,,6,3,1,1,,,,,,,,,,4,2,"von Drathen, Christian",,,,,
FIN,6353,501,,28,20,4,2,,1,,,,,,,,,7,1,"Zhang, Huibing","Guo, Shujian",,,,
FIN,6356,501,,7,3,1,1,,,,,,,,,,,2,0,"Springate, David J",,,,,
FIN,6360,501,,15,6,7,2,2,1,3,,,,,,,,3,1,"Kaur, Dupinderjeet","Tembhurne, Sumit",,,,
FIN,6366,501,,12,1,2,3,,,,,,,,,,,2,0,"Xiao, Steven",,,,,
FIN,6368,001,,6,7,1,,,,,,,,,,,,,0,"Ma, Liping","Sharma, Abhishek",,,,
FIN,6368,GW1,,8,1,1,,1,,,,,,,,,,,0,"Ayres, Jeffrey A",,,,,
FIN,6392,001,,5,2,7,3,1,1,,,,,,,,,6,0,"Zheng, Zhiqiang",,,,,
FIN,7330,001,,4,1,,3,,,1,,,,,,,,1,0,"Hasler, Michael",,,,,
FIN,7340,501,,3,1,4,,,,,,,,,1,,,1,0,"Baranchuk, Nina",,,,,
FREN,1312,001,,12,,,,,,,,,,,,,,,1,"Fettouh, Maha K",,,,,
FTEC,6303,FH1,,5,5,1,2,,,,,,,,,,,,0,"Xiao, Wenjing",,,,,
FTEC,6311,FH1,,4,7,6,,,,,,,,,,,,,0,"Scott, James A",,,,,
FTEC,6313,FH1,,2,4,3,1,,,,,,,,,,,,0,"Song, Liugen",,,,,
FTEC,6319,FH1,,2,1,1,2,,3,,,,,,1,,,,0,"Lois, Brian",,,,,
GEOG,2302,0W1,2,1,5,1,2,2,1,1,2,1,,,3,,1,,1,"Cummings, Anthony R","Kopru, Esad F",,,,
GEOG,3331,501,,5,4,3,6,1,1,,,,,,,2,1,,1,"Vakulenko, Irina","Chen, Meifang",,,,
GEOG,3370,501,3,11,6,12,2,1,3,1,3,,,,,,1,,2,"Vakulenko, Irina","Chen, Meifang",,,,
GEOG,3372,001,5,9,6,5,7,4,,3,,2,,,1,1,2,,1,"Vakulenko, Irina","Chen, Meifang",,,,
GEOG,4396,001,1,3,4,,4,,,,,,,,1,1,,,0,"Vakulenko, Irina","Chen, Meifang",,,,
GEOS,1103,103,1,3,3,2,2,,,1,,,,,,,,,0,"Griffin, William R","Akatakpo, Solomon O",,,,
GEOS,1303,001,,3,4,6,11,2,1,1,1,2,2,1,1,2,2,,0,"Manton, William I",,,,,
GEOS,1303,0W1,95,60,14,4,9,7,2,3,4,,1,,4,9,4,,3,"Pujana, Ignacio",,,,,
GEOS,1303,501,5,15,9,10,1,2,1,1,,,,,3,,,,2,"Griffin, William R","Vazquez-Olmeda, Aldwin S","Zhang, Yang",,,
GEOS,1304,001,1,2,2,3,1,2,,,,,,,,,,,0,"Pujana, Ignacio","Creecy, Kathryn V","Vazquez-Olmeda, Aldwin S",,,
GEOS,2302,0W1,5,1,1,2,2,,1,,,,,,2,,2,,1,"Cummings, Anthony R","Kopru, Esad F",,,,
GEOS,2310,001,1,3,3,1,2,,,1,,,,,,,,,0,"Brikowski, Tom","Sink, Katharine O",,,,
GEOS,3124,051,,5,,,1,1,,1,,,3,1,,1,,,0,"Finkelman, Robert B",,,,,
GEOS,3434,001,3,,1,2,4,2,1,,1,,,,2,,,,0,"Pujana, Ignacio","Newman, Jordan W",,,,
GEOS,3470,0W1,1,,1,,2,1,,,,,,,2,,1,,2,"Pirouz, Mortaza","Hiss, Kevin A","Johnson, Samuel P",,,
GEOS,4322,001,,,1,3,1,4,3,,,,,1,1,,,,0,"Manton, William I",,,,,
GEOS,5375,501,,4,1,1,3,,,,,,,,,,,,1,"Stern, Robert","Wang, Ning",,,,
GISC,4325,001,4,5,1,,5,,,,,1,,,,1,1,,0,"Dean, Denis J","Wu, Yanan","Shi, Zheng",,,
GISC,4326,001,4,1,1,2,2,1,,,,1,,1,,,,,1,"Chun, Yongwan","Yu, Xiaohe",,,,
GISC,4386,0W1,4,1,1,2,1,,1,1,1,1,,,2,2,1,,1,"Cummings, Anthony R","Wu, Yanan",,,,
GISC,6317,5H1,,5,1,2,1,1,,2,,,,,,,,1,4,"Chastain, Bryan J","Kopru, Esad F",,,,
GISC,6381,501,,5,2,1,,,,,,,,,1,,,,2,"Chun, Yongwan","Yu, Xiaohe",,,,
GISC,6384,001,,6,1,2,1,1,,,,,,,1,,,,1,"Qiu, Fang","Venigalla, Lasya","Davenport, Miranda J",,,
GOVT,2305,001,11,14,37,21,20,18,4,11,3,2,5,2,14,13,3,,7,"Hadley, Travis","Shin, Hanna",,,,
GOVT,2305,002,,3,4,4,4,3,,7,3,4,1,,2,8,2,,4,"Lowry, Robert C",,,,,
GOVT,2305,0W1,80,66,31,27,25,6,5,9,2,2,1,1,13,19,3,,7,"Parker, Misty D","Noe, Ricardo",,,,
GOVT,2305,0W2,5,18,14,4,8,3,2,3,,2,1,,7,3,1,,3,"Brandt, Patrick",,,,,
GOVT,2305,501,,109,47,27,18,26,4,12,7,1,,2,12,22,2,,10,"Lux, Ryan J","Shi, Min",,,,
GOVT,2306,001,1,16,13,7,13,3,4,2,5,3,5,1,6,6,6,,6,"Santoro, Lauren A","Chowdhry, Shivani",,,,
GOVT,2306,002,,143,64,25,18,12,2,2,1,2,,,9,7,1,,4,"Lux, Ryan J","Shi, Min",,,,
GOVT,2306,003,,16,9,6,5,1,1,1,3,1,,,4,,2,,1,"Eaton, John M",,,,,
GOVT,2306,0W1,,35,33,13,17,13,3,4,2,3,,3,6,17,3,,3,"Elliott, Euel W","Mutesi, Mireille",,,,
GOVT,2306,0W2,,17,12,3,7,4,1,2,,,,,,1,1,,3,"Elliott, Euel W","Mutesi, Mireille",,,,
GOVT,2306,0W3,51,107,56,26,21,5,5,7,1,1,1,1,2,9,2,,5,"Parker, Misty D","Noe, Ricardo",,,,
GOVT,2306,0W4,27,35,46,21,15,7,1,2,2,1,1,1,6,12,1,,4,"Hadley, Travis","Shin, Hanna",,,,
GOVT,2306,HH1,3,9,5,1,1,,,,,,,,1,3,,,0,"Dow, Douglas C",,,,,
GOVT,2306,HN1,,23,1,1,,,,,,,,,,,,,0,"Elliott, Euel W","Scotch, Richard","Mutesi, Mireille",,,
GST,2300,001,,8,5,4,1,,,,,,,,1,,3,,3,"Werhnyak, Larissa",,,,,
GST,3301,0W1,1,2,2,4,3,2,2,1,1,,1,,1,,,,0,"Prager, Karen","Williams, Denise D",,,,
GST,4325,0W1,3,6,1,,2,1,,,,,1,,,2,1,,1,"Duquaine-Watson, Jill M",,,,,
HCS,6313,002,,7,1,2,4,,,,,,,,,,,,0,"Ackerman, Robert A","Knoch, Desiree'",,,,
HCS,6338,001,,11,,,,,,,,,,,,,,,0,"Kennedy, Kristen M","Lung, Tzu-Chen",,,,
HCS,6341,001,,30,5,5,1,,,,,,,,,,,,0,"Ploski, Jonathan E",,,,,
HCS,7121,001,,,,,,,,,,,,,,,,30,0,"Rodriguez, Christa M",,,,,
HCS,7343,001,,11,,,,,,,,,,,,,,,0,"Dussor, Gregory O",,,,,
HCS,7355,001,,15,1,1,,,,,,,,,,,,,0,"Park, Jiyoung",,,,,
HDCD,6316,001,,13,,,,,,,,,,,,,,,1,"Ewing, Donna M",,,,,
HDCD,6320,001,,4,3,,3,,,1,,,,,1,,,2,1,"Holub, Shayla C",,,,,
HDCD,6390,001,,12,,1,,2,,,,,,,,,,1,1,"Ewing, Donna M",,,,,
HIST,1301,0W1,3,18,50,28,23,42,10,12,12,4,1,2,12,59,10,,12,"Schulze, Jeffrey","He, Tong","Jacobs, Janet K","Mcatee, Samuel W","Adrian, Athena","Fields, Kollin E"
HIST,1302,001,18,134,56,18,19,8,1,3,2,,2,,3,28,5,,1,"Stewart, Whitney","Lawrence, Jenna","Hill, Justin T","Martinez, Priscilla C","Rahman, Syed M","Li, Meilin"
HIST,1302,0W1,11,82,48,38,30,8,3,7,2,1,2,1,13,30,4,,17,"Kang, Shulamith D","Leon Dubon, Saul V","Dillinger-Smith, Sarah J","Dunham, Daniel C","Seidl-Staley, Ash J","Almuthaybiri, Abdulaziz"
HIST,2301,0W1,2,7,39,23,31,33,10,4,16,2,1,5,11,23,12,,12,"Schulze, Jeffrey","Peterson, Derrick","Williams, Harold T","Mazur-Park, Felicity C","Zawng, Ze",
HIST,2330,HN1,,11,5,1,,,,,,,,,,,1,,1,"Wright, Ben",,,,,
HIST,2341,001,,2,2,3,3,1,2,3,,,,,6,9,3,,4,"Farmer, J Michael",,,,,
HIST,2350,001,,13,4,2,6,2,,,,,1,,2,2,,,5,"Rankin, Monica A",,,,,
HIST,2370,001,1,21,9,2,1,,,2,,,,,1,,,,2,"Patterson, David",,,,,
HIST,2381,001,5,18,10,13,21,6,4,5,,,1,,10,8,1,,2,"Ring, Natalie","Scalley, Michael W","Hickey, Alexander T",,,
HIST,3301,001,1,9,2,3,,2,1,,,,,,,,,,1,"Admiral, Rosemary",,,,,
HIST,3301,002,7,,2,1,3,,,1,,,,,1,,,,0,"Kerner, Amy","Roemer, Nils H",,,,
HIST,3306,0H1,7,1,4,,,2,,,,,,,,3,,,1,"Gonzalez Corona, Pedro Jose",,,,,
HIST,3327,0W1,2,3,4,6,4,3,1,5,,,,,1,2,,,6,"Gossin, Pamela",,,,,
HIST,3328,001,1,5,,1,,,1,2,,,,,,,1,,4,"Brown, Matthew",,,,,
HIST,3346,001,,16,3,1,,1,,1,,,,,1,2,,,0,"Admiral, Rosemary",,,,,
HIST,3366,001,1,15,1,1,3,,,,,,,,,1,,,1,"Fischer, Anne G",,,,,
HIST,3374,001,,13,11,3,8,2,2,4,,,,,2,3,,,0,"Channell, David",,,,,
HIST,3376,001,,2,2,6,2,,1,2,,,,,2,,,,1,"Wickberg, Daniel",,,,,
HIST,3398,001,,12,4,2,,1,,,1,,,,,2,1,,2,"Rankin, Monica A",,,,,
HIST,4357,501,1,7,,1,1,1,,2,,,1,,2,1,,,2,"Hill, Kimberly D",,,,,
HIST,4358,001,,4,3,,2,3,1,,,,,,,1,,,2,"Farmer, J Michael",,,,,
