Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
ED,3340,501,1,5,1,,1,1,2,1,1,,1,1,1,,,,1,"Haun, Julia T",,,,,
ED,3342,001,,17,1,,,,,,,,,,,,,,0,"Parker, Teresa L",,,,,
ED,3342,501,,12,,,,,,,,,,,,,,,0,"Parker, Teresa L",,,,,
ED,3345,0H1,,8,3,,2,,,1,2,,1,,,,,,0,"McNulty, Angela B",,,,,
ED,3345,5H1,,1,1,,2,2,,1,2,,,,,,,,1,"McNulty, Angela B",,,,,
ED,3380,501,6,1,4,,,1,,1,,,,,,,,,0,"Hart, Nicola",,,,,
ED,4343,5H1,5,4,5,1,,,,,,,,,,,,,0,"Friedman, Meredith K",,,,,
ED,4344,501,1,2,3,4,3,1,,1,,,,,,,,,0,"Huisman, Ingrid",,,,,
ED,4344,502,1,4,2,,1,1,,,,,,,,1,,,0,"Huisman, Ingrid",,,,,
ED,4345,501,,6,4,,,3,,,,,,,,,,,0,"Weiner, Michelle L",,,,,
ED,4351,001,13,3,6,,2,1,,,,,,,,,,,0,"Davis, Renee",,,,,
ED,4351,501,3,3,3,,,1,,,1,,,,,,,,0,"Davis, Renee",,,,,
ED,4352,001,,8,3,2,5,,1,,,,,,1,,,,1,"McNulty, Angela B",,,,,
ED,4353,0H1,3,4,2,3,,,,,,,,,1,,,,0,"Ahmed, Emelia",,,,,
ED,4357,001,1,15,2,4,2,1,,,,1,,,,,2,,0,"Leek, Patricia A",,,,,
ED,4358,0W1,1,5,3,1,4,2,2,1,,,1,,,2,,,1,"Root, Alexey",,,,,
ED,4359,0W1,3,6,,1,2,,,,,,,,1,,,,1,"Root, Alexey",,,,,
ED,4361,501,8,10,,,,,,,,,,,,,,,0,"Pollock, Laurie L",,,,,
ED,4363,001,,10,,,2,4,,,,,,,2,,,,0,"Leek, Patricia A",,,,,
ED,4372,5H1,19,3,,1,,,2,,,,,,,,,,0,"Mahmoud, Ramy A",,,,,
ED,4372,5H2,7,5,4,2,3,2,1,,,,,,,1,,,0,"Christensen, Rhonda",,,,,
EE,1100,001,,13,5,2,8,3,,,,1,,1,3,1,3,,1,"Florence, James M","Pawaskar, Vaibhav Uttam","Goswami, Pingakshya","Xiong, Jiu","Luo, Ziyang",
EE,1100,002,,15,5,3,3,1,,1,,,,,,1,1,,2,"Florence, James M","Goswami, Pingakshya","Pawaskar, Vaibhav Uttam","Xiong, Jiu","Luo, Ziyang",
EE,1100,003,,28,13,4,4,3,,3,,,1,,5,,,,0,"Florence, James M","Pawaskar, Vaibhav Uttam","Goswami, Pingakshya","Xiong, Jiu","Luo, Ziyang",
EE,1202,001,11,8,5,6,7,4,2,4,,,2,2,3,,3,,5,"Cogan, Diana L",,,,,
EE,2310,301,1,1,8,2,1,1,1,2,,,,,,2,1,,1,"Cogan, Diana L","Zeng, Xiaoming","Pawaskar, Vaibhav Uttam","Wang, Yifan","Gao, Tianning","Munia, Munawara Saiyara"
EE,2310,302,,4,3,,1,2,,,,,1,,1,2,1,,1,"Cogan, Diana L","Wang, Yifan","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara","Gao, Tianning","Zeng, Xiaoming"
EE,2310,303,3,2,3,,1,2,1,,,,,1,1,4,2,,1,"Cogan, Diana L","Wang, Yifan","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara","Gao, Tianning","Zeng, Xiaoming"
EE,2310,304,,4,,,3,,,1,,1,,,2,,2,,2,"Cogan, Diana L","Wang, Yifan","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara","Gao, Tianning","Zeng, Xiaoming"
EE,2310,305,,3,1,,,,,,,,,1,2,3,2,,0,"Cogan, Diana L","Wang, Yifan","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara","Gao, Tianning","Zeng, Xiaoming"
EE,3161,051,1,3,1,4,,2,1,,,1,,,1,,,,0,"Mezenner, Rabah",,,,,
EE,3201,001,,10,9,,2,,,2,,,1,,,,,,4,"Nikoubin, Tooraj","Steele, Alec M","Sheikhlari, Sepehr","Meng, Xingyu","Taherkhani, Nima",
EE,3201,002,3,9,4,2,3,,,,,,5,,,1,,,5,"Nikoubin, Tooraj","Steele, Alec M","Sheikhlari, Sepehr","Meng, Xingyu","Taherkhani, Nima",
EE,3202,304,,5,1,,,,1,,1,,,,1,1,,,2,"Kiasaleh, Kamran",,,,,
EE,3202,307,,4,,2,2,,,,,,,,,,2,,1,"Overzet, Lawrence",,,,,
EE,3301,002,4,11,,,1,2,3,,2,,1,,,2,,,3,"Fahimi, Babak","Farhadi, Masoud",,,,
EE,3301,003,,7,2,,2,,,2,,1,,,,3,1,,0,"Friedman, Joseph S","Hu, Xuan",,,,
EE,3302,001,1,14,,7,6,5,3,4,2,,1,,1,14,,,2,"Fumagalli, Andrea","Arjona Angarita, Ricardo Javier",,,,
EE,3302,002,6,1,2,,3,2,2,1,1,1,2,,1,7,2,,5,"Khoobroo, Amir","Arjona Angarita, Ricardo Javier",,,,
EE,3302,003,4,10,2,4,4,2,,1,,,,,1,1,1,,0,"Busso Recabarren, Carlos A","Leem, Seong-Gyun",,,,
EE,3310,001,2,1,,,,3,1,1,2,,1,,1,2,,,1,"Lee, Jeong-Bong","Mitra, Arkadeep","Liu, Jinbo",,,
EE,3310,002,6,10,3,9,5,5,7,1,2,,2,,1,5,,,4,"Lee, Jeong-Bong",,,,,
EE,3311,001,3,10,2,,3,2,1,1,,,,,,1,,,2,"Pourkamali, Siavash","Palit, Prithviraj",,,,
EE,3311,501,3,6,3,1,1,1,2,2,,,,,1,1,1,,0,"Pourkamali, Siavash","Cheng, Qi",,,,
EE,3320,001,1,1,6,2,4,2,,,1,,,,,5,1,,1,"Bhatia, Dinesh","Goswami, Pingakshya",,,,
EE,3320,002,5,6,3,7,1,2,,2,2,,,,2,3,,,0,"Basu, Kanad","Kuruvila, Abraham P",,,,
EE,3320,502,4,9,5,2,,,1,,,,2,,,2,,,0,"Nikoubin, Tooraj","Huang, Qiongdan",,,,
EE,4201,301,,10,,,,,,,,,,,,,,,0,"Tamil, Lakshman",,,,,
EE,4201,302,,14,,,,,,,,,,,,,,,0,"Tamil, Lakshman",,,,,
EE,4301,001,1,12,11,5,18,4,2,3,1,,,,,4,,,1,"Heins, Matthew S","Abbas, Farhat",,,,
EE,4301,501,2,13,7,4,22,3,2,1,1,,,,1,1,1,,0,"Heins, Matthew S","Lin, Dayang",,,,
EE,4304,001,1,2,2,3,8,,,,,,,,,1,,,2,"Makris, Georgios","Tellakula, Suraag S",,,,
EE,4304,501,2,13,,2,5,,1,3,,,,,,1,,,0,"Hu, Yang","Wang, Jianda",,,,
EE,4310,001,,17,,2,13,2,,5,4,2,2,1,7,10,1,,3,"Skinner, Neal G","Noor Shoudha, Shamman","Olee, Shakil Mahmud",,,
EE,4330,001,9,7,14,5,3,7,1,,3,,,,,1,,,0,"Young, Chadwin D","Lin, Dayang",,,,
EE,4340,001,,13,,8,8,2,1,2,,,1,1,,4,,,1,"Ma, Dongsheng","Kwak, Jin W",,,,
EE,4361,001,2,6,3,4,6,4,3,1,1,,,,,,1,,8,"Panahi, Issa","Shankar, Nikhil",,,,
EE,4363,001,18,3,3,2,4,,1,1,,,,,2,2,,,4,"Gardner, Matthew C","Daniar, Ahmad",,,,
EE,4365,001,2,17,8,9,8,2,2,,,,,,1,,,,1,"Saquib, Mohammad","Noor Shoudha, Shamman",,,,
EE,4368,001,,18,1,1,11,1,1,4,3,,2,,,3,,,2,"Lehmann, Randall E","Ramanathan, Shunmugapriya",,,,
EE,4370,001,6,10,1,,,1,,1,,,,,,1,1,,0,"Swartz, William P","Akbarzadeh, Sara","Raghavendra, Shruthi",,,
EE,4388,001,1,15,2,2,,,,,,,,,,2,,,0,"Tacca, Marco",,,,,
EE,4388,002,,21,3,,,,,,,,,,,,,,0,"Tacca, Marco",,,,,
EE,4388,003,3,27,,2,,,,,,,,,,,,,0,"Skinner, Neal G",,,,,
EE,4389,001,,31,,,,,,,,,,,,,,,0,"Tacca, Marco",,,,,
EECT,6325,002,,7,11,7,2,4,,,,,,,,,,,1,"Sechen, Carl","Salimath, Vibhav Kumarswami",,,,
EECT,6326,001,,6,6,8,3,,,,,,,,,,,,0,"Liu, Jin","Xiong, Jiu",,,,
EECT,6378,001,,4,3,2,,,,,,,,,1,,,,0,"Lee, Hoi","Cheng, Qi",,,,
EECT,7325,001,,4,6,2,,,,,,,,,,,,,0,"Sechen, Carl","Jain, Apurva",,,,
EEDG,5325,501,,20,,,,,,,,,,,,,,,0,"Swartz, William P","Xu, Xiangyu",,,,
EEDG,6301,001,,14,,,,,,,,,,,,,,,0,"Swartz, William P","Tellakula, Suraag S",,,,
EEDG,6303,001,,3,7,1,,,1,,,,,,,,,1,2,"Nourani, Mehrdad","Sears, Mark R",,,,
EEDG,6306,001,,10,3,1,,,,1,,,,,,,,,0,"Zhou, Dian","Wang, Yifan",,,,
EEGR,6316,001,,1,3,4,,2,1,,,,,,,,,,0,"Gu, Qing",,,,,
EEMF,6319,501,,7,3,,,,,,,,,,,,,,0,"Frensley, William","Liu, Jinbo",,,,
EEPE,6354,001,,8,,2,,,,,,,,,,,,,0,"Akin, Bilal","Daniar, Ahmad",,,,
EERF,6311,501,,5,2,3,2,,,,,,,,,,,,0,"Henderson, Rashaunda M","Medina, Oscar F",,,,
EERF,6355,001,,2,2,2,3,1,,1,,,,,,,,,2,"Saad, Ricardo E","Xu, Xiangyu",,,,
EERF,6393,001,,12,6,2,1,,,,,,,,,,,5,1,"Heins, Matthew S","Baral, Ashwin Bhobani",,,,
EERF,6395,001,,10,,,1,,3,1,,,,,,,,1,0,"Lehmann, Randall E","Sears, Mark R",,,,
EESC,6349,001,,7,2,4,2,,,,,,,,,,,,2,"Minn, Hlaing","Fan, Zhixuan",,,,
EESC,6363,001,,3,4,6,,,,,,,,,,,,3,0,"Kehtarnavaz, Nasser","Azarang, Arian",,,,
ENGR,2300,001,5,2,5,4,2,3,,2,4,2,1,,5,4,6,,6,"Khoobroo, Amir","Han, Weijie","Li, Chen",,,
ENGR,2300,002,7,9,5,5,4,1,5,1,1,,,1,4,5,1,,3,"Al-Dhahir, Naofal M","Helwa, Sherief M",,,,
ENGR,2300,004,18,4,5,6,4,3,3,1,,,,,1,,1,,4,"Ahmed, Shaheen","Leem, Seong-Gyun","Kucuk, Abdullah",,,
ENGR,2300,006,5,6,5,4,3,6,2,2,4,,,,1,5,3,,5,"Mezenner, Rabah","Mahmoud, Mohamed H",,,,
ENGR,2300,007,4,6,7,4,6,1,5,6,,1,1,3,2,2,,,2,"Mezenner, Rabah","Lin, Wei-Cheng",,,,
ENGR,3300,001,,22,1,2,8,,,5,5,,2,1,,6,2,,2,"Lee, Jung S","Akbarzadeh, Sara","Zhang, Tianliang",,,
ENGR,3300,002,3,10,2,4,8,,,4,4,2,4,,1,11,3,,0,"Lee, Jung S","Si, Qilin",,,,
ENGR,3300,003,1,,5,8,26,4,2,1,,,,,,7,1,,0,"Fischetti, Massimo V",,,,,
ENGR,3300,004,5,2,6,7,2,2,3,1,6,,1,2,1,6,4,,8,"Saad, Ricardo E","Azarang, Arian","Nourmohamadi, Hesam",,,
ENGR,3300,005,7,1,5,6,3,6,1,1,2,,1,2,1,10,5,,4,"Saad, Ricardo E","Azarang, Arian","Nourmohamadi, Hesam",,,
ENGR,3300,006,3,4,1,1,10,,1,3,8,3,6,1,,9,2,,2,"Lee, Jung S","Zhang, Tianliang","Akbarzadeh, Sara",,,
ENGR,3300,007,,26,3,5,13,,,3,,,,,,6,,,0,"Ali, Mohammed Z","Mohamed, Ahmed M","Si, Qilin",,,
ENGR,3341,001,,3,5,9,3,2,4,5,4,,,,3,7,4,,8,"Fonseka, John","Hassan, Rana A",,,,
ENGR,3341,002,1,22,2,3,8,1,2,6,,,,,,10,,,2,"Ali, Mohammed Z","Mohamed, Ahmed M",,,,
ENGR,3341,005,7,17,3,1,7,2,,,2,,,,5,10,2,,2,"Myers, Kathleen","Quayum, Ayon",,,,
ENGR,3341,006,1,23,6,3,9,4,,5,,,,,,4,,,2,"Ali, Mohammed Z","Upadhyay, Bhaskar R",,,,
ENGR,3341,007,1,1,1,2,1,2,8,,6,,,4,5,15,5,,6,"Fonseka, John","Hassan, Rana A",,,,
ENGR,3341,008,4,11,5,3,3,2,2,,1,,1,,6,8,3,,7,"Myers, Kathleen","Quayum, Ayon",,,,
ENGR,3341,501,3,35,3,7,2,1,,5,,,,,,,,,0,"Ali, Mohammed Z","Upadhyay, Bhaskar R",,,,
ENGY,3301,001,,11,2,,,,,,,,,,,1,,,0,"Sibley, Daniel C","Wendel, Alexa P",,,,
ENGY,6330,501,,9,2,,,,,,,,,,,,,,0,"Sibley, Daniel C","Wendel, Alexa P",,,,
ENTP,3301,001,,12,7,,15,4,2,3,1,,1,,,11,1,,3,"Kimzey, Jackie","Kathuria, Nishant",,,,
ENTP,3301,002,,4,9,1,11,10,4,4,2,,1,,1,6,2,,3,"Kimzey, Jackie","Kathuria, Nishant",,,,
ENTP,3301,003,2,18,26,7,3,2,2,,,,,,,1,,,0,"Nichols, Paul M",,,,,
ENTP,3301,0W1,,15,,,20,,,3,,,,,1,8,,,1,"Pedigo, Madison F",,,,,
ENTP,3301,0W2,,14,,,19,,,6,,,,,2,7,,,1,"Pedigo, Madison F",,,,,
ENTP,3320,001,1,1,5,4,,,,,,,,,,,,,1,"Peck, Paul S",,,,,
ENTP,3360,001,,3,3,,2,2,,,,1,1,,,2,2,,1,"Baranchuk, Nina","Upadhyay, Mohit",,,,
ENTP,4330,001,9,6,2,,3,4,5,1,,,,,5,2,,,3,"Welbourne Eleazar, Miranda J",,,,,
ENTP,4340,501,13,36,30,35,31,12,7,12,7,,6,,3,22,,,1,"Wright, Robert G","Lee, Minjung","Briseno, Joselyn A",,,
ENTP,4350,001,,18,,,8,,,1,,,1,,2,,,,2,"Shah, Rajiv","Mathew, George",,,,
ENTP,4V00,001,4,4,4,,,,,,,,,,,2,,,0,"Chambers, Bryan D","Liu, Yu",,,,
ENTP,6370,0W1,,3,9,,,,,,,,,,1,,,2,0,"Kimzey, Jackie","Kathuria, Nishant",,,,
ENTP,6370,501,,4,,3,2,1,,,,,,,,,,2,0,"Kimzey, Jackie","Kathuria, Nishant",,,,
ENTP,6375,0W1,,8,,,2,,,,,,,,1,,,1,0,"Bochsler, Daniel C",,,,,
ENTP,6380,502,,4,5,2,,,,,,,,,,,,,0,"Nichols, Paul M",,,,,
ENVR,2302,001,4,5,1,2,3,,,3,1,,,,2,1,,,2,"Cummings, Anthony R",,,,,
EPCS,2200,001,,24,3,8,7,1,,,,,,,1,10,1,,2,"Bennett, Terrell R",,,,,
EPPS,1110,001,,30,,,9,,,3,,,1,,3,4,1,,5,"Lanham, Carol C","Gordon, Quinn T",,,,
EPPS,1110,002,,25,,,1,,,1,,,2,,,2,1,,2,"Lanham, Carol C","Gordon, Quinn T",,,,
EPPS,1110,003,,17,,,4,,,1,,,,,2,3,,,2,"Lanham, Carol C","Gordon, Quinn T",,,,
EPPS,2301,001,9,11,4,4,4,5,5,4,7,,2,,9,9,1,,17,"Kosiewicz, Holly","Meher, Shreyas R",,,,
EPPS,2301,002,,19,2,2,3,6,1,,1,,,,1,,,,4,"Park, Yongjun",,,,,
EPPS,2301,003,2,7,1,6,5,,2,,,,5,,5,1,2,,3,"Dean, Denis J",,,,,
EPPS,2302,001,,17,10,2,2,2,2,1,,,,,4,1,,,1,"Bray, Timothy M","Galvan, Anthony M","Farooq, Shahrukh",,,
EPPS,2302,002,,,1,5,,,,1,,,,,,,,,5,"Tiefelsdorf, Michael",,,,,
EPPS,2302,003,10,9,4,1,3,1,,,,,1,,4,,,,3,"Islam, Iftekhairul",,,,,
EPPS,6302,001,,7,3,2,,,,,,,,,1,,,,1,"Ho, Karl",,,,,
EPPS,6313,0W1,,16,,2,,,,1,,,,,3,,,,3,"Bray, Timothy M",,,,,
EPPS,6313,502,,11,5,9,1,,,,,,,,,,,,2,"Gorina, Evgenia","Rogers, Amanda",,,,
EPPS,6316,501,,2,2,2,3,3,1,,,,,,1,,,,5,"Tiefelsdorf, Michael","Yang, Yalin",,,,
EPPS,6346,001,,17,5,,,,,,,,,,,,,,0,"Alexander, Bobby",,,,,
EPPS,6356,001,,15,4,,,,,,,,,,1,,,,1,"Ho, Karl",,,,,
EPPS,7313,501,,5,4,4,3,1,1,,,,,,,,,,2,"Kim, Dohyeong",,,,,
EPPS,7370,001,,3,,10,,,,,,,,,,,,2,0,"Brandt, Patrick",,,,,
EPPS,7386,001,,18,,,,,,,,,,,1,,,,2,"Clarke, Harold D",,,,,
FILM,1303,001,18,11,4,3,2,2,1,1,,1,,,,2,1,,2,"Almroani, Nouf Mfdhi H",,,,,
FILM,2332,001,2,9,8,13,8,15,8,5,5,6,3,,9,16,4,,8,"Petty, John E","Wensel, Laurence L",,,,
FILM,2332,501,5,13,25,21,10,13,4,1,5,2,2,,6,2,4,,6,"Dillard, Clayton","Lyon, Tara L",,,,
FILM,2332,HN1,6,6,7,1,1,1,,,,,,,,2,,,1,"McLean, Adrienne L",,,,,
FILM,3325,001,1,27,3,,1,1,,2,,,,,2,,1,,1,"Warren, Shilyh J",,,,,
FIN,3300,001,,23,,,8,,,3,,,3,,,2,2,,2,"Lynch, Julie","Upadhyay, Mohit",,,,
FIN,3305,001,1,5,3,,10,3,,3,2,,,,,8,,,1,"Guttery, Randall","Wen, Yaxin",,,,
FIN,3305,002,,4,,,11,,,3,,,2,,1,5,,,2,"Lynch, Julie","Upadhyay, Mohit",,,,
FIN,3305,502,1,5,1,,11,,,3,,,,,,10,1,,1,"Guttery, Randall","Wen, Yaxin",,,,
FIN,3320,001,,2,3,3,4,,1,1,,,,,,3,,,1,"Lee, Pil-Seng",,,,,
FIN,3320,002,4,5,2,3,1,2,,1,2,,2,3,,10,5,,5,"Kim, Sang Hyun",,,,,
FIN,3320,003,3,7,3,1,2,,,3,1,2,3,,1,8,1,,10,"Cordell, David M","Kambiri, Prerak",,,,
FIN,3320,004,4,6,2,5,7,,2,,1,1,,1,2,13,2,,3,"Gurun, Ayfer",,,,,
FIN,3320,005,,12,7,7,8,5,,1,,,,,,5,,,3,"Khanapure, Revansiddha B","Tanwani, Vineeta",,,,
FIN,3320,006,8,6,3,10,2,3,2,1,,1,,1,1,7,,,2,"Xu, Jiadi",,,,,
FIN,3320,007,4,19,,2,3,,,2,,,1,,,4,,,0,"Zhu, Yifan",,,,,
FIN,3320,008,4,6,8,5,2,,2,4,1,1,,1,4,9,1,,1,"Gurun, Ayfer",,,,,
FIN,3320,009,4,6,5,,2,3,,,1,,2,1,1,18,1,,4,"Kim, Sang Hyun",,,,,
FIN,3320,010,2,4,5,2,5,2,1,,2,7,,,1,9,1,,3,"Cordell, David M","Kambiri, Prerak",,,,
FIN,3320,011,,4,6,7,8,8,4,,,,,,2,5,1,,3,"Rebello, Michael J",,,,,
FIN,3320,0E1,,9,7,5,3,5,,1,1,2,,,6,4,,,5,"Kaur, Dupinderjeet","Tembhurne, Sumit",,,,
FIN,3320,0W1,2,13,3,4,10,4,,4,,,2,,1,13,1,,3,"Manzi, Jeff",,,,,
FIN,3320,0W2,3,14,5,2,4,2,,1,4,,,,,22,,,2,"Peabody, Stephen D",,,,,
FIN,3320,0W3,3,10,15,2,3,5,1,1,1,,2,,,12,,,3,"Peabody, Stephen D",,,,,
FIN,3320,501,4,7,5,2,5,3,,3,1,,1,,2,14,1,,5,"Peabody, Stephen D",,,,,
FIN,3320,502,,6,8,7,8,1,1,,1,,,,1,1,,,2,"Khanapure, Revansiddha B","Tanwani, Vineeta",,,,
FIN,3330,001,10,13,,4,10,,2,,,,,,1,2,,,0,"Chapman, Juliann G","Tennyson, Sephode P",,,,
FIN,3330,002,13,20,,4,5,,1,2,,,,,1,1,,,1,"Chapman, Juliann G","Tennyson, Sephode P",,,,
FIN,3330,003,23,20,,4,1,,,,,,,,,,,,0,"Chapman, Juliann G","Tennyson, Sephode P",,,,
FIN,3330,004,16,14,,9,5,,1,,,,,,,1,,,0,"Chapman, Juliann G","Tennyson, Sephode P",,,,
FIN,3340,501,23,21,18,3,2,,,,1,,,,1,1,,,2,"Molina, Stephen","Wendel, Alexa P",,,,
FIN,3350,001,4,6,3,2,5,1,1,3,1,,,,,6,,,2,"Rivera Mesias, Alejandro","Sharma, Abhishek",,,,
FIN,3350,002,3,2,1,3,3,1,1,,,,,,,2,1,,1,"Rivera Mesias, Alejandro","Sharma, Abhishek",,,,
FIN,3360,001,1,10,13,6,6,3,3,1,1,2,1,,1,3,,,0,"Baranchuk, Nina","Upadhyay, Mohit",,,,
FIN,3365,001,11,11,3,6,18,2,,4,,1,,,3,4,,,0,"DeCourcy, George A",,,,,
FIN,3370,001,1,5,10,3,4,1,1,,1,,,,1,1,,,1,"Haynes, Steven",,,,,
FIN,3370,002,4,8,6,8,6,6,,,,,2,,1,3,,,0,"Haynes, Steven","Kandoi, Sidharth",,,,
FIN,3380,001,1,3,17,8,2,3,6,5,1,,,,1,8,,,1,"Gurun, Ayfer",,,,,
FIN,3390,001,18,5,5,3,2,1,,1,2,1,,,,6,1,,0,"El-Ashmawi, Amal H","Ramesh Vasisht, Sudhanva",,,,
FIN,3390,002,5,2,7,4,5,4,,1,1,,,1,1,4,1,,4,"El-Ashmawi, Amal H","Ramesh Vasisht, Sudhanva",,,,
FIN,3390,003,13,5,2,2,1,1,2,2,2,,1,1,1,5,1,,2,"El-Ashmawi, Amal H","Ramesh Vasisht, Sudhanva",,,,
FIN,3390,004,,20,3,4,2,2,1,,3,,,,2,4,,,3,"Kaur, Dupinderjeet","Tembhurne, Sumit",,,,
FIN,3390,502,,18,5,4,,2,3,,3,1,,,1,2,1,,1,"Kaur, Dupinderjeet","Tembhurne, Sumit",,,,
FIN,3395,501,,12,7,2,1,3,1,,1,,,,3,6,,,2,"Kaur, Dupinderjeet","Tembhurne, Sumit",,,,
FIN,4300,001,,4,3,,5,,2,3,,1,3,,1,2,1,,4,"Wei, Kelsey D","Guo, Shujian",,,,
FIN,4300,002,,6,2,,2,,1,1,,1,2,,,4,3,,3,"Wei, Kelsey D","Guo, Shujian",,,,
FIN,4300,003,,11,12,5,2,1,,,1,,,,,6,,,3,"Saretto, Alessio","Kelly, Matthew L",,,,
FIN,4300,501,,4,9,6,11,,3,3,,,,,,5,,,0,"Khanapure, Revansiddha B","Tanwani, Vineeta",,,,
FIN,4307,001,11,22,4,,,,,,,,,,,,,,0,"Furst, Jack D",,,,,
FIN,4310,001,6,4,5,4,1,,,1,3,1,3,1,3,4,2,,1,"Meier, Jean-Marie","Oyima-Antseleve, Ndackyssa",,,,
FIN,4310,002,8,4,4,3,3,,1,3,,3,1,,2,4,4,,0,"Meier, Jean-Marie","Oyima-Antseleve, Ndackyssa",,,,
FIN,4310,501,4,2,2,1,4,1,2,3,3,,2,,3,,5,,2,"Meier, Jean-Marie","Oyima-Antseleve, Ndackyssa",,,,
FIN,4310,503,3,7,3,3,4,2,1,,1,1,1,,,8,,,3,"Smith, Jake A",,,,,
FIN,4328,501,,2,,,7,,,2,,,,,1,,,,3,"Lynch, Julie","Upadhyay, Mohit",,,,
FIN,4331,001,2,7,1,2,1,1,1,2,,,,,,,,,0,"Haynes, Steven",,,,,
FIN,4333,501,2,1,1,4,,2,,1,,,,,,,,,1,"Haynes, Steven",,,,,
FIN,4340,001,2,7,7,3,,1,,,2,,,,1,,1,,1,"Saretto, Alessio","Kelly, Matthew L",,,,
FIN,4345,501,6,9,6,1,1,1,,,2,1,1,1,,1,,,0,"Ma, Liping","Sharma, Abhishek",,,,
FIN,6253,XS1,,21,6,3,3,,,,,,,,,,,,0,"Reichert, Carolyn A",,,,,
FIN,6300,0W1,,7,5,3,3,1,,,,,,,1,,,1,1,"Cordell, David M","Kambiri, Prerak",,,,
FIN,6301,002,,33,6,3,8,,1,,,,,,2,,,2,1,"Xiao, Steven","Oyima-Antseleve, Ndackyssa",,,,
FIN,6301,0W1,,32,6,2,4,3,,,,,,,,,,,0,"El-Ashmawi, Amal H",,,,,
FIN,6301,501,,35,10,,9,,,,,,,,1,,,2,2,"Xiao, Steven","Oyima-Antseleve, Ndackyssa",,,,
FIN,6301,GW1,,24,5,3,9,1,1,,,,,,1,,,3,0,"Reichert, Carolyn A",,,,,
FIN,6301,MBC,,15,10,4,5,,,2,,,,,,,,20,2,"Reichert, Carolyn A",,,,,
FIN,6307,0W1,,3,2,4,1,4,,,,,,,2,,,1,3,"Ma, Liping","Sharma, Abhishek",,,,
FIN,6307,501,,11,5,1,8,1,,,,,,,,,,9,2,"Ma, Liping","Sharma, Abhishek",,,,
FIN,6308,0W1,,8,5,2,5,,,1,,,,,,,,3,2,"Lewin, Peter","Josyula, Chandramouli Niranjan",,,,
FIN,6310,501,,8,2,6,2,2,,,,,,,,,,8,0,"Xu, Yexiao","Wen, Yaxin",,,,
FIN,6314,0W1,,13,2,4,8,,,,,,,,,,,8,0,"Manzi, Jeff",,,,,
FIN,6315,501,,4,4,2,1,1,,,,,,,,,,1,2,"Shah, Rajiv","Mathew, George",,,,
FIN,6318,001,,10,4,4,2,1,,1,,,,,,,,6,0,"Xu, Yexiao","Wen, Yaxin",,,,
FIN,6321,501,,5,1,,6,,,,,,,,,,,3,0,"Guttery, Randall","Wen, Yaxin",,,,
FIN,6322,0W1,,28,6,3,1,,,,,,,,,,,5,0,"DeCourcy, George A",,,,,
FIN,6325,501,,6,,2,2,,1,,,,,,,,,2,1,"Rivera Mesias, Alejandro","Sharma, Abhishek",,,,
FIN,6350,501,,7,1,3,4,1,,,,,,,,,,4,0,"Baranchuk, Nina","Upadhyay, Mohit",,,,
FIN,6352,501,,11,5,5,1,2,1,1,,,,,,,,3,4,"Springate, David J","Tanwani, Vineeta",,,,
FIN,6357,501,,10,2,2,,,,,,,,,,,,,0,"Springate, David J","Tanwani, Vineeta",,,,
FIN,6360,001,,12,28,12,,,,,,,,,,,,5,0,"Saretto, Alessio","Kelly, Matthew L",,,,
FIN,6364,501,,3,9,3,,,,,,,,,,,,,1,"Zhang, Huibing",,,,,
FIN,6392,001,,13,7,5,2,1,,,,,,,,,,8,0,"Zheng, Zhiqiang",,,,,
FIN,7345,001,,6,2,1,,,,,,,,,,,,1,0,"Wei, Kelsey D",,,,,
FREN,1311,001,,10,,,1,,,1,,,,,1,,,,2,"Fettouh, Maha K",,,,,
FTEC,6301,FH1,,5,5,3,,,,,,,,,,,,,0,"Gurun, Umit","Holstead, Cameron",,,,
FTEC,6310,FH1,,2,5,5,1,,,,,,,,,,,,0,"Scott, James A",,,,,
FTEC,6312,FH1,,2,5,3,3,,,,,,,,,,,,0,"Scott, James A",,,,,
FTEC,6313,FH1,,1,5,4,2,1,,,,,,,,,,,0,"Song, Liugen",,,,,
FTEC,6321,FH1,,2,1,3,3,1,,1,,,,,,,,3,0,"Lois, Brian",,,,,
FTEC,6334,FH1,,14,,,,,,,,,,,,,,,0,"Zemoodeh, Amir",,,,,
GEOG,2302,001,3,6,1,5,,3,1,,2,1,,,,1,,,1,"Cummings, Anthony R",,,,,
GEOG,2303,001,8,10,3,2,2,2,,,1,,,,1,,1,,2,"Vakulenko, Irina","Chen, Meifang",,,,
GEOG,3304,001,5,7,,,1,,,,,,,,,,1,,1,"Dean, Denis J",,,,,
GEOG,3357,001,8,9,9,4,2,1,2,2,1,,1,2,1,,,,1,"Vakulenko, Irina","Chen, Meifang",,,,
GEOG,3377,501,4,9,5,5,3,3,,,,,1,,,,,,2,"Vakulenko, Irina","Chen, Meifang",,,,
