Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
PHYS,2125,1W1,5,6,3,3,3,1,1,,,,,1,,,,,4,"Sun, Kuei","Iqbal, Mazhar",Tamanjyot,"Zhao, Kehui",,
PHYS,2125,1W2,5,7,,1,2,3,1,,,,,2,3,,,,3,"Sun, Kuei","Iqbal, Mazhar",Tamanjyot,"Zhao, Kehui",,
PHYS,2125,1W3,,6,,1,,,,,,1,,2,2,,,,1,"Sun, Kuei","Iqbal, Mazhar",Tamanjyot,"Fernando, Bharana A","Zhao, Kehui",
PHYS,2125,1W4,3,7,1,3,1,1,,2,,,1,1,4,,,,0,"Sun, Kuei","Iqbal, Mazhar",Tamanjyot,"Zhao, Kehui",,
PHYS,2126,1W1,17,7,,2,1,,,,,1,,,,,,,1,"Macalevey, Paul J","Xie, Yunan",,,,
PHYS,2126,1W2,12,6,4,1,3,,1,,1,1,,1,,,,,2,"Macalevey, Paul J","Modumudi, Sai Madhav",,,,
PHYS,2126,1W3,11,4,3,1,4,1,,,1,,,,,,,,2,"Macalevey, Paul J","Adams, Austen C",,,,
PHYS,2126,1W4,8,7,2,1,3,2,2,,,,,,2,,,,0,"Macalevey, Paul J","Ryan, Conor",,,,
PHYS,2126,1W5,2,3,3,1,3,3,2,,,,,,1,,,,1,"Macalevey, Paul J","Anable, Daniel",,,,
PHYS,2325,0U1,12,11,6,6,7,,3,5,,,2,,3,,,,3,"Ishak-Boushaki, Mustapha","Mitchell, George A","Sooriyaarachchi, Vinu K",,,
PHYS,2326,0U1,1,7,4,22,14,14,6,3,1,1,,1,2,,,,4,"Gartstein, Yuri","Romero, Angel E","Zanders, Alan P",,,
PSY,2301,0W1,,25,15,7,6,6,4,4,4,,,2,3,,,,1,"Brody, Salena M","Govindaraj, Sharnya",,,,
PSY,2317,0U1,2,9,,,5,,,2,,,,,2,,,,0,"Pattisapu, Candice N","Knoch, Desiree'",,,,
PSY,3310,5U1,,54,,5,6,,,2,,,,,3,,,,0,"Bonner, Deborah L","Hafiz, Mariam",,,,
PSY,3331,0U1,,64,7,2,5,3,,3,,,,,14,,,,2,"Huxtable-Jester, Karen J","Williams, Denise D",,,,
PSY,3342,0W1,1,17,11,5,7,1,5,2,1,,,,4,,,,0,"Smith, Olivia","Trehan, Aastha",,,,
PSY,3360,0U1,3,10,7,16,7,12,8,5,3,3,1,,3,,,,1,"Assmann, Peter","Mizener, Brendon J",,,,
PSY,3361,0U1,,8,4,5,8,5,2,5,,2,1,2,6,,,,1,"Gryder, Kieth","Holmes, Melanie C",,,,
PSY,3392,0U1,3,5,3,5,8,4,,2,,1,,1,6,,,,2,"Raman, Rachna","Winter-Nelson, Ezra",,,,
PSY,3393,0W1,3,3,5,4,2,2,1,1,,,,,3,,,,0,"Shirvani, Forouz","Platt, Kristen N",,,,
PSY,3393,0W2,1,3,4,4,,5,1,1,1,,,1,1,,,,0,"Shirvani, Forouz","Moraglia, Luke E",,,,
PSY,4343,0W1,17,25,16,10,6,,3,1,2,1,,1,4,1,,,3,"Ybarra, Regina K","Wu, Dennis",,,,
PSY,4346,0U1,8,18,18,9,9,3,1,1,1,1,2,,12,,,,2,"Wilder, Siri","Millward, Kennedy A",,,,
PSY,4V90,0U1,,2,2,4,2,3,,4,1,,,,2,,,,3,"Brody, Salena M",,,,,
REAL,3305,5U1,,1,,,8,,,6,,,2,,,,,,1,"Guttery, Randall","Wen, Yaxin",,,,
REAL,6321,5U1,,9,2,,13,1,,2,,,,,,,,,1,"Guttery, Randall","Wen, Yaxin",,,,
RHET,1302,051,1,10,5,2,,,,,,,,,,,,,1,"Aljararwa, Rasha",,,,,
RHET,1302,052,,6,3,3,,,1,,,,,,3,,,,2,"Johnson, Kevin W",,,,,
RHET,1302,0W1,2,3,2,2,,3,1,1,,,1,,,,,,1,"Murphy, Trisha",,,,,
RHET,1302,0W2,2,3,4,1,,,,,,,,1,4,,,,4,"Saeidfar, Ghazal",,,,,
RHET,1302,0W3,2,1,2,1,2,3,,1,,,,1,1,,,,2,"Walker, Jason A",,,,,
RHET,1302,0W4,5,7,,,1,1,,2,,,,,,,,,0,"Williams, Sunshine A",,,,,
SE,3306,0U1,1,2,1,1,1,2,1,1,,,,,1,,,,1,"Chung, Lawrence","Ahn, Sung Soo",,,,
SE,3341,0U1,2,,,1,,,1,,,1,3,1,2,,,,2,"Whalen, Tristan G","Uddin, Mohammad Afser","Sajal, Ibrahim Hossain","Oh, Sungjin",,
SE,4381,0H1,1,5,7,1,8,4,,1,,,,,,,,,0,"Smith, Klyne","Ahn, Sung Soo","Cai, Yuchen",,,
SE,6388,5H1,,8,3,,,1,,,,,,,,,,,0,"Smith, Klyne","Tian, Zijing",,,,
SE,6388,MU1,,10,3,3,4,1,,1,,,,,,,,,0,"Smith, Klyne",,,,,
SOC,1301,0W1,19,18,1,1,6,1,1,,,,1,,1,,,,0,"Malek-Ahmadi, John H",,,,,
SOC,3379,0U1,9,,,,,,,,1,,,,,,,,0,"Cline, Ravin R",,,,,
SPAU,3301,0U1,,15,7,1,6,,,,,,,,1,,,,0,"Rich, Judith B","Jansen, Conner L",,,,
SPAU,3342,0W1,,6,2,1,1,,,,,,,1,,,,,0,"Smith, Olivia","Trehan, Aastha",,,,
SPAU,3343,0U1,1,7,,,1,1,,1,,,,,1,,,,0,"Katz, William","Lucas, Katelyn A",,,,
SPAU,3344,5U1,,5,7,3,2,3,1,1,,,,,,,,,0,"Powers, Katharine A","Thomas, Abbey L",,,,
SPAU,4308,0U1,,14,,,4,,,1,,,,,,,,,0,"Kreidler, Kathryn V","Melamed, Tina",,,,
STAT,1342,0U1,2,1,1,2,1,,,4,,,,,,,,,0,"Koshevnik, Yuly","Wang, Tingfang",,,,
STAT,2332,0U1,13,,2,3,3,2,4,1,2,,,1,3,,,,0,"Whalen, Tristan G","Kumara, Mananage Sanjaya M","Rajapaksha, Rajapaksha Mudalige D","Fuksman, Lirit",,
STAT,4351,0U1,4,1,1,,2,1,1,1,,,,,2,,,,2,"Koshevnik, Yuly","Fuksman, Lirit",,,,
THEA,1310,0W1,,36,,3,6,,,,,,,,,,,,1,"Hibbs, Shelby A",,,,,
UNIV,2V96,0W1,,,,,,,,,,,,,,25,3,,0,"Maitra, Meenakshi",,,,,
