Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,Subject,"Catalog Nbr",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,NF,CR,NC,P,I,W
"Parsons, Julie A","Helfers, Samantha",,,,,PSY,3331,0U1,,30,14,14,7,7,3,3,2,,,,5,,,,,,
"Guttery, Randall",,,,,,REAL,6321,5U1,,7,,,4,,,,,,,,,,,,,,
"Berry, Tracey R",,,,,,RHET,1302,0S1,,5,1,1,2,,,,,,,,1,,,,,,
"DiNuzzo, Brian",,,,,,RHET,1302,0S2,,2,1,2,3,1,,1,,,,,,,,,,,
"Bell, Joycelyn M",,,,,,RHET,1302,0S3,,5,3,,3,,,,,,,,,,,,,,
"Stout, Patricia J",,,,,,RHET,1302,091,,5,4,2,1,,1,,,,,1,1,,,,,,
"McIntosh, Suzanne K",,,,,,RHET,1302,053,1,10,2,,1,,,,1,,,,1,,,,,,1
"Shierry, Addison",,,,,,RHET,1302,051,5,4,2,,1,2,,,1,,1,,2,,,,,,
"Boyer, Kent L",,,,,,RHET,1302,052,10,2,2,1,2,,,,1,,,,1,,,,,,
"Stuart, Georgia K",,,,,,SCI,5V06,0H1,,,,,,,,,,,,,,,,,,,
"Bateni, Soroush","Gokhale, Shreyas S","Tian, Zijing",,,,SE,4348,0U1,1,1,,1,2,,1,,,,,,3,,,,,,
"Straach, Janell",,,,,,SE,6388,MS1,,8,,,,2,,,,,,,,,,,,,
"Mazidi, Karen J","Torabi, Behnam",,,,,SE,3340,0U2,,,3,,,1,1,1,,,,,4,,,,,,
"Christiansen, Michael G","Gu, Shuyang",,,,,SE,4347,0U2,1,3,2,2,2,,1,1,,,1,,,,,,,,
"Chung, Lawrence",,,,,,SE,4352,0U1,1,1,2,,3,2,1,2,2,,,,,,,,,,
"Paulk, Mark C","Wang, Zhuoyi",,,,,SE,4381,0U1,,2,6,3,2,4,4,1,2,,,1,,,,,,,
"Taylor, Stephanie M",,,,,,SMED,5301,0W1,,11,3,2,,,1,,,,,,1,,,,,,
"Lanham, Carol C",,,,,,SOC,4396,0S1,4,11,1,1,,,,,,,,,,,,,,1,
"Malek-Ahmadi, John H",,,,,,SOC,1301,0W1,,15,,1,7,1,,3,,,,,3,,,,,,
"Gonzalez, Cristina M",,,,,,SPAN,2341,051,,13,,,,,,,,,,,,,,,,,
"Katz, William","Doli, Evdoxia",,,,,SPAU,3343,0U1,,3,5,1,,,,,,,,,,,,,,,
"Barfoot, John W","Peskova, Olga",,,,,SPAU,3342,0U1,,3,2,3,1,2,1,,,,,,1,,,,,,
"Kaplan, Karen",,,,,,SPAU,4394,051,1,8,,1,3,,1,2,,,,,,,,,,,
"Schneider, Julie M","Poudel, Sonali",,,,,SPAU,3303,0U1,6,8,1,,1,1,,,,,,,,,,,,,
"Koshevnik, Yuly","Caseria, Brendan J",,,,,STAT,3360,5U1,,4,,,2,1,,,,,1,1,1,,,,,,
"Koshevnik, Yuly","Yuan, Xiaochen",,,,,STAT,1342,0U1,2,1,1,1,3,1,,1,,,,,1,,,,,,
"Whalen, Tristan G","Rajapaksha, Rajapaksha Mudalige S",,,,,STAT,2332,0U1,8,6,2,2,3,2,2,,1,,1,1,3,,,,,,
,,,,,,UTD,STAB,001,,,,,,,,,,,,,,,,,,,
