Subject,"Catalog Number",Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
ECS,1100,023,37,11,3,1,3,,,5,,,,,,,,,,0,"Moran, Stacey",,,,,
ECS,1100,024,23,5,,,,1,,,,,,,2,,,,,1,"Aronson, Cara",,,,,
ECS,1100,025,6,2,5,2,3,2,,5,1,,,,5,,,,,0,"Tornakian, Marissa A",,,,,
ECS,1100,026,44,2,6,1,1,3,,,2,,,,1,,,,,0,"Aronson, Cara",,,,,
ECS,1100,027,13,4,4,3,,2,,2,,,,,2,,,,,0,"Tornakian, Marissa A",,,,,
ECS,1100,028,14,10,4,5,1,1,2,2,2,,1,,1,,,,,1,"Kemp, Omari","Walker, Amy V",,,,
ECS,1100,029,20,4,6,2,2,2,2,6,3,1,,,6,,,,,1,"Farley, Kori","Marroquin, Irene",,,,
ECS,1100,030,40,2,2,2,2,2,1,1,2,1,1,,3,,,,,0,"Borowicz, Monica",,,,,
ECS,1100,501,12,1,5,,,,1,1,1,,1,,4,,,,,0,"Walker, Amy V","Ngozi, Brittney M",,,,
ECS,1100,502,17,8,5,2,3,2,3,,,2,,3,2,,,,,1,"Kemp, Omari","Walker, Amy V",,,,
ECS,1100,503,23,9,1,,5,1,,4,,1,2,,4,,,,,0,"Hendley, Kaysi",,,,,
ECS,3390,001,13,5,,,1,,,,,,,,,,,,,0,"Montgomery, Christina",,,,,
ECS,3390,005,,16,,,,,,,,,,,2,,,,,1,"Mohsene, Laura L",,,,,
ECS,3390,007,,9,,2,2,3,1,,,,1,,1,,,,,0,"Glauser, Janece B",,,,,
ECS,3390,008,,15,,1,,1,,1,,,,,,,,,,1,"Glauser, Janece B",,,,,
ECS,3390,009,,15,3,,,1,,,,,,,,,,,,0,"Glauser, Janece B",,,,,
ECS,3390,010,,17,1,,,,,,,,,,1,,,,,0,"Mohsene, Laura L",,,,,
ECS,3390,011,,15,1,,,,1,,1,,,,1,,,,,0,"Glauser, Janece B",,,,,
ECS,3390,013,,13,,1,3,,1,1,,,,,,,,,,0,"Johnson, Janet L",,,,,
ECS,3390,0H1,,12,,2,2,1,,,,,,,2,,,,,0,"Hartmann, Jonathan",,,,,
ECS,3390,0H2,3,8,3,,3,,,1,,,,,,,,,,1,"Hernandez-Katz, Melissa M",,,,,
ECS,3390,0H3,,15,2,,,,,1,,,,,1,,,,,0,"Hartmann, Jonathan",,,,,
ECS,3390,0H4,4,9,1,4,,,,1,,,,,,,,,,0,"Hernandez-Katz, Melissa M",,,,,
ECS,3390,0H5,13,4,,1,,,,,,,1,,,,,,,0,"Montgomery, Christina",,,,,
ECS,3390,0H6,2,11,1,2,,1,1,,,,1,,,,,,,0,"Johnson, Janet L",,,,,
ECS,3390,0H8,2,13,2,1,,,,,,,,,,,,,,1,"Hernandez-Katz, Melissa M",,,,,
ECS,3390,0H9,2,16,,1,,,,,,,,,,,,,,0,"Johnson, Janet L",,,,,
ECS,3390,0W1,10,22,15,12,10,4,2,2,4,5,,1,3,,,,,0,"King, Carie S",,,,,
ECS,3390,0W2,1,70,,5,4,,,2,2,1,,,4,,,,,1,"Scally, Deborah A","Li, Ang","Armstrong, Jennifer J",,,
ECS,3390,0W3,5,10,2,1,,,1,,,,,,,,,,,0,"Schlobohm, Maribeth L",,,,,
ECS,3390,0W4,2,10,3,,,1,1,1,,,,1,,,,,,0,"Schlobohm, Maribeth L",,,,,
ECS,3390,0W5,5,8,2,1,,2,,,,,,,,,,,,1,"Schlobohm, Maribeth L",,,,,
ECS,3390,0W6,9,11,16,9,9,3,5,6,2,1,,,13,,,,,4,"King, Carie S",,,,,
ECS,3390,0W7,,17,20,7,12,6,4,2,1,2,1,2,11,,,,,4,"Glauser, Janece B",,,,,
ECS,3390,0W8,1,3,2,4,5,1,1,,,,,,2,,,,,0,"Crowder, Wade A",,,,,
ECS,3390,0W9,,3,2,6,1,1,1,,1,1,,,1,,,,,1,"Crowder, Wade A",,,,,
ECS,3390,501,1,8,3,3,1,,,,1,,1,,1,,,,,0,"Coppersmith, Syd",,,,,
ECS,3390,502,,10,5,,1,,,1,,,,,2,,,,,0,"Johnson, Janet L",,,,,
ECS,3390,503,1,12,1,1,,,,1,,,,,3,,,,,0,"Scally, Deborah A",,,,,
ECS,3390,504,1,12,4,1,,,,,,,,,,,,,,1,"Scally, Deborah A",,,,,
ECS,3390,506,,12,3,2,1,,,,1,,,,,,,,,0,"Coppersmith, Syd",,,,,
ECS,3390,507,2,10,5,,1,,,,,,,,1,,,,,0,"Scally, Deborah A",,,,,
ECS,3390,508,,5,5,8,1,,,,,,,,,,,,,0,"Coleman, Amanda R",,,,,
ECS,3390,HN1,3,15,,1,,,,,,,,,,,,,,0,"Hernandez-Katz, Melissa M",,,,,
ED,3314,001,1,9,8,5,10,1,,,1,,,,1,,,,,1,"Gladden, Terri S",,,,,
ED,3314,501,,6,6,4,3,4,1,1,1,,,,,,,,,0,"Gladden, Terri S",,,,,
ED,3315,0W1,,22,3,1,1,1,,,,,1,,1,,,,,0,"Leek, Patricia A",,,,,
ED,3315,0W2,1,16,4,2,2,1,,,,,1,,1,,,,,3,"Leek, Patricia A",,,,,
ED,3339,5H1,5,8,5,4,1,2,1,,1,1,,,,,,,,2,"McNeel, Michele E",,,,,
ED,3345,0W1,3,2,3,2,2,1,,2,,1,,,1,,,,,3,"McNeel, Michele E",,,,,
ED,3380,501,4,7,,1,,,,,1,1,,,,,,,,1,"Hart, Nicola",,,,,
ED,4343,001,13,1,,,,,,1,,,,,,,,,,0,"Hennessy, Emily T",,,,,
ED,4344,501,1,2,2,2,3,1,,,,,,,,,,,,1,"Huisman, Ingrid",,,,,
ED,4344,502,,2,1,2,5,,,,,,,,1,,,,,0,"Huisman, Ingrid",,,,,
ED,4345,001,11,,2,,,,,,,,,,,,,,,0,"Johnson, Ruth A",,,,,
ED,4352,0H1,1,8,7,3,5,,1,2,1,,,,,,,,,2,"McNeel, Michele E",,,,,
ED,4357,0H1,1,9,1,,1,1,,,,,,,1,,,,,1,"Leek, Patricia A",,,,,
ED,4358,0W1,,3,4,,1,1,3,1,1,,3,,1,,,,,3,"Root, Alexey",,,,,
ED,4359,0W1,1,2,2,1,1,,1,1,,1,2,,5,,,,,1,"Root, Alexey",,,,,
ED,4361,501,7,2,1,,,,,,,,,,,,,,,2,"Friedman, Meredith K",,,,,
ED,4363,0H1,1,7,2,2,,3,,,,,,,1,,,,,2,"Leek, Patricia A",,,,,
ED,4372,5H2,5,2,5,1,,3,1,,,,,,,,,,,0,"Christensen, Rhonda",,,,,
EE,1100,001,2,4,2,4,5,2,1,,,,,,1,,,,,1,"Florence, James M","Luo, Ziyang","Sonawane, Akshay Bhagwan","Xiong, Jiu","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara"
EE,1100,002,2,9,7,2,7,1,,,1,,,,1,,,,,1,"Florence, James M","Sonawane, Akshay Bhagwan","Luo, Ziyang","Xiong, Jiu","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara"
EE,1100,003,1,12,10,1,4,,1,,1,,1,,4,,,,,0,"Florence, James M","Luo, Ziyang","Sonawane, Akshay Bhagwan","Xiong, Jiu","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara"
EE,1202,001,2,8,6,7,9,1,2,3,,1,2,,8,,,,,8,"Cogan, Diana L",,,,,
EE,2310,001,1,6,8,5,2,5,4,3,,3,,1,4,,,,,6,"Cogan, Diana L","Weng, Bang-Li","Munia, Munawara Saiyara","Pawaskar, Vaibhav Uttam",,
EE,2310,501,4,5,4,2,2,4,3,1,2,,2,,5,,,,,2,"Zhou, Dian","Wang, Yifan","Luo, Ziyang",,,
EE,3161,051,4,13,8,4,1,,,,1,,,,,,,,,0,"Mezenner, Rabah",,,,,
EE,3161,091,,5,3,2,10,1,,2,1,,,,3,,,,,0,"Mezenner, Rabah",,,,,
EE,3201,001,1,33,4,2,1,1,,,,,2,,,,,,,0,"Nikoubin, Tooraj","Steele, Alec M","Meng, Xingyu","Sankarraman, Sri Vignesh","Twisha, Senjuti","Parchamdar, Baharealsadat"
EE,3201,002,3,18,4,1,1,,,1,2,,2,,,,,,,1,"Nikoubin, Tooraj","Steele, Alec M","Meng, Xingyu","Sankarraman, Sri Vignesh","Twisha, Senjuti","Parchamdar, Baharealsadat"
EE,3202,001,,1,6,5,2,3,,1,,,,,2,,,,,1,"Kiasaleh, Kamran","Alam, Lamia","Apalak, Merve",,,
EE,3202,002,,15,,2,7,,2,1,,,,,3,,,,,3,"Overzet, Lawrence","Nikfarjam, Hamed","Abousaba, Mohammad F",,,
EE,3202,003,,5,3,4,4,4,,1,,,,,2,,,,,0,"Kiasaleh, Kamran","Apalak, Merve","Alam, Lamia",,,
EE,3301,001,2,2,1,2,2,1,1,1,1,,,,3,,,,,0,"Lee, Gil S","Xiong, Jiu",,,,
EE,3301,002,1,12,,3,4,,4,1,,1,,,,,,,,1,"Fahimi, Babak","Movahed Mohammadi, Seyed Ehsan",,,,
EE,3301,003,,12,3,,2,,1,,5,,1,,1,,,,,1,"Friedman, Joseph S","Edwards, Alexander J",,,,
EE,3302,002,1,14,,11,16,5,10,11,4,2,2,,2,,,,,1,"Fumagalli, Andrea","Zhang, Tianliang",,,,
EE,3310,001,,15,7,2,6,1,4,1,,,2,,2,,,,,0,"Tinker, Mark T","Parvez, Mohammad Salman",,,,
EE,3310,002,3,3,4,4,12,4,7,4,3,,1,,2,,,,,0,"Pourkamali, Siavash","Hossain Bhuiyan, Md Emran",,,,
EE,3311,001,1,8,7,2,1,,2,1,,1,,,,,,,,0,"Ahmed, Shaheen","Han, Weijie",,,,
EE,3311,002,2,1,2,,3,,,1,,,1,,1,,,,,0,"Pourkamali, Siavash","Cheng, Qi",,,,
EE,3320,001,,6,3,6,,1,1,3,2,,2,,2,,,,,0,"Bhatia, Dinesh","Sears, Mark R",,,,
EE,3320,002,5,12,3,2,2,2,1,,2,,,,1,,,,,0,"Basu, Kanad","Kundu, Shamik",,,,
EE,3320,003,2,4,5,,1,3,2,1,,,,,,,,,,0,"Nikoubin, Tooraj","Datta, Rajesh K",,,,
EE,4201,001,,28,3,,,,,,,,,,,,,,,0,"Tamil, Lakshman","Tiryaki, Erhan",,,,
EE,4202,001,,23,,,8,,,,,,,,2,,,,,0,"Henderson, Rashaunda M","Datta, Rajesh K","Tiryaki, Erhan",,,
EE,4301,001,2,9,6,4,11,2,3,5,,,,,1,,,,,0,"Heins, Matthew S","Kovalyov, Anton",,,,
EE,4301,501,1,7,7,3,15,2,3,5,,,,,3,,,,,2,"Heins, Matthew S","Kovalyov, Anton",,,,
EE,4304,001,,,3,3,5,3,1,4,3,,1,2,1,,,,,0,"Pitz, Jeanne","Wang, Zhen",,,,
EE,4304,501,1,1,3,2,2,2,,2,1,,,,,,,,,0,"Pitz, Jeanne","Wang, Jianda","Wang, Zhen",,,
EE,4310,001,,18,,1,18,,3,8,7,1,1,,4,,,,,2,"Skinner, Neal G","Olee, Shakil Mahmud","Hossain Bhuiyan, Md Emran",,,
EE,4330,001,3,2,12,2,2,6,2,1,1,,,,2,,,,,1,"Young, Chadwin D","Liu, Jinbo",,,,
EE,4340,001,2,6,9,10,10,9,2,,1,,,,,,,,,0,"Ma, Dongsheng","Huang, Yuanqing",,,,
EE,4361,001,1,3,1,3,2,3,3,3,1,,,2,7,,,,,4,"Panahi, Issa","Kovalyov, Anton",,,,
EE,4363,001,2,2,2,3,2,7,4,4,,,1,1,4,,,,,8,"Gardner, Matthew C","Luo, Ziyang",,,,
EE,4365,001,4,14,7,4,8,3,,,1,,,,1,,,,,0,"Saquib, Mohammad","Hasan, Md Imrul",,,,
EE,4368,001,,11,,3,7,1,2,1,4,,1,,1,,,,,1,"Lehmann, Randall E","Sears, Mark R",,,,
EE,4370,001,6,15,4,1,10,,,1,,,,,1,,,,,0,"Swartz, William P","Raghavendra, Shruthi",,,,
EE,4388,001,,19,1,1,1,,,,,,,,,,,,,0,"Tacca, Marco",,,,,
EE,4388,002,,13,5,1,,,,,,,,,,,,,,0,"Tacca, Marco",,,,,
EE,4388,003,,14,2,1,,,,,,,,,1,,,,,0,"Skinner, Neal G",,,,,
EE,4388,004,,11,1,1,1,,,,,,,,,,,,,0,"Skinner, Neal G",,,,,
EE,4389,001,9,10,8,4,9,3,2,1,,,,,,,,,,0,"Tacca, Marco",,,,,
EECT,6325,001,,2,8,10,15,3,1,,,,,,,,,,,0,"Sechen, Carl","Salimath, Vibhav Kumarswami","Xu, Xiangyu",,,
EECT,6326,001,,6,2,3,7,,,,,,,,,,,,,0,"Liu, Jin","Xiong, Jiu",,,,
EEDG,5325,501,,17,1,,2,,,,,,,,,,,,,0,"Swartz, William P","Xu, Xiangyu","Arunachalam, Ayush",,,
EEDG,6301,001,,31,2,,,,,,,,,,,,,,,0,"Swartz, William P","Thiagarajan, Shiva Shankar",,,,
EEDG,6303,001,,5,4,5,2,3,,,,,,,,,,,,0,"Nourani, Mehrdad","Thiagarajan, Shiva Shankar",,,,
EEDG,6304,001,,,17,,,,,,,,,,,,,,,0,"Carrion Schaefer, Benjamin","Rashid, Md Imtiaz",,,,
EEDG,6306,001,,15,2,1,,,,,,,,,,,,,,0,"Zhou, Dian","Wang, Yifan",,,,
EEGR,6316,001,,4,3,1,2,,1,,,,,,1,,,,,0,"Gu, Qing",,,,,
EEMF,6319,501,,20,,,,,,,,,,,,,,,,0,"Frensley, William","Liu, Jinbo",,,,
EEMF,6320,001,,13,2,2,,,,,,,,,,,,,,0,"Frensley, William","Liu, Jinbo",,,,
EEPE,6354,001,,15,4,3,1,,,,,,,,,,,,,1,"Akin, Bilal","Farhadi, Masoud",,,,
EERF,6311,501,,10,3,6,5,3,,,,,,,,,,,,0,"Henderson, Rashaunda M","Medina, Oscar F",,,,
EERF,6395,001,,14,2,1,,1,2,2,,,,,,,,,,0,"Lehmann, Randall E",,,,,
EERF,6396,302,,5,1,2,1,1,,,,,,,,,,,,0,"Lehmann, Randall E","Baral, Ashwin Bhobani",,,,
EESC,6360,501,,3,3,2,1,1,,1,,,,,2,,,,,0,"Panahi, Issa",,,,,
EESC,6366,001,,5,2,2,1,,,,,,,,,,,,1,0,"Hansen, John",,,,,
EESC,6367,001,,6,7,,1,,,,,,,,,,,,,0,"Kehtarnavaz, Nasser","Ni, Aoxin",,,,
ENGR,2300,001,5,16,1,4,6,5,1,8,2,,,,1,,,,,1,"Ali, Mohammed Z","Gogineni, Susmitha","Helwa, Sherief M",,,
ENGR,2300,002,6,3,3,6,6,3,1,,1,,,2,7,,,,,5,"Al-Dhahir, Naofal M","Helwa, Sherief M",,,,
ENGR,2300,003,1,4,3,5,4,3,2,7,2,1,1,1,6,,,,,3,"Mezenner, Rabah","Tariq, Zaid Bin",,,,
ENGR,2300,004,8,2,3,4,7,1,,,3,,,,10,,,,,6,"Busso Recabarren, Carlos A","Gogineni, Susmitha",,,,
ENGR,2300,005,3,2,4,1,3,5,5,3,2,1,4,3,7,,,,,4,"Mezenner, Rabah","Tariq, Zaid Bin",,,,
ENGR,3300,001,1,4,,1,8,,,11,8,,8,,,,,,,7,"Lee, Jung S","Zhang, Tianliang","Xie, Hao","Jeong, Jinwon","Kapoor, Pinky",
ENGR,3300,002,1,1,,1,5,,1,8,4,,9,,2,,,,,9,"Lee, Jung S","Xie, Hao","Jeong, Jinwon",,,
ENGR,3300,003,2,,6,7,8,4,6,2,1,1,,,4,,,,,6,"Fischetti, Massimo V","Roy, Joy",,,,
ENGR,3300,004,12,4,2,3,3,2,1,5,3,,2,3,6,,,,,2,"Saad, Ricardo E","Noor Shoudha, Shamman","Patel, Kashyap",,,
ENGR,3300,005,6,1,3,4,1,1,2,,5,,4,5,12,,,,,3,"Saad, Ricardo E","Patel, Kashyap","Noor Shoudha, Shamman",,,
ENGR,3300,006,,1,,1,1,,,10,9,,10,,2,,,,,1,"Lee, Jung S","Jeong, Jinwon","Kapoor, Pinky",,,
ENGR,3341,001,2,10,5,3,3,1,5,3,4,,2,2,3,,,,,3,"Fonseka, John","Hassan, Rana A",,,,
ENGR,3341,002,4,17,,3,4,7,5,6,,,1,,,,,,,1,"Ali, Mohammed Z","Ahmed, Sabrina",,,,
ENGR,3341,005,4,19,1,2,7,,1,8,,,1,,,,,,,4,"Ali, Mohammed Z","Ahmed, Sabrina",,,,
ENGR,3341,006,1,4,6,4,5,4,6,1,2,,4,2,10,,,,,7,"Fonseka, John","Hassan, Rana A",,,,
ENGR,3341,0H1,,12,1,,8,5,2,5,,1,2,,6,,,,,2,"Gelb, Lev D","Dicarlo, Alexandra H",,,,
ENGR,3341,501,1,19,4,4,4,1,1,10,,,1,,1,,,,,2,"Ali, Mohammed Z","Kapoor, Pinky","Yang, Mu",,,
ENGY,3330,001,,4,6,3,,,,1,,,,,,,,,,0,"Sibley, Daniel C","Leal Valladares, Jorge A",,,,
ENGY,3340,001,,7,2,1,3,,,,1,,,,,,,,,0,"Sibley, Daniel C","Leal Valladares, Jorge A",,,,
ENGY,6330,501,,20,,,,,,,,,,,,,,,,0,"Sibley, Daniel C","Leal Valladares, Jorge A",,,,
ENGY,6332,001,,20,,,,,,,,,,,,,,,,0,"Molina, Stephen","Leal Valladares, Jorge A",,,,
ENTP,3301,001,2,11,11,12,9,7,6,1,,2,,,1,,,,,0,"Choi, Emily","Deng, Shu",,,,
ENTP,3301,002,,3,7,1,22,13,3,6,1,,2,,2,,,,,2,"Kimzey, Jackie","Patel, Kandarp Harshadbhai",,,,
ENTP,3301,003,3,16,22,9,4,4,1,,,,,,,,,,,0,"Nichols, Paul M",,,,,
ENTP,3301,0W1,,17,,,29,,,3,,,,,,,,,,2,"Pedigo, Madison F",,,,,
ENTP,3301,501,,8,15,9,12,4,3,2,1,,,,2,,,,,1,"Bhatti, Christopher J",,,,,
ENTP,3320,001,,5,7,2,,,,,,,,,,,,,,0,"Peck, Paul S",,,,,
ENTP,3360,001,1,1,2,,6,3,4,1,2,,,1,1,,,,,1,"Baranchuk, Nina","Sawant, Pranali R",,,,
ENTP,4330,001,,4,4,3,4,1,,1,,,,,1,,,,,0,"Shah, Rajiv","Garg, Suyash",,,,
ENTP,4340,501,,10,25,38,37,24,20,21,11,,7,,3,,,,,6,"Wright, Robert G","Briseno, Joselyn A","Tiwari, Prabodh",,,
ENTP,4350,001,,10,,,13,,,3,,,,,,,,,,1,"Shah, Rajiv","Garg, Suyash",,,,
ENTP,4360,001,2,9,7,6,2,1,1,,,,,,,,,,,0,"Choi, Emily","Deng, Shu",,,,
ENTP,4V00,003,3,4,4,1,,1,,,,,,,1,,,,,1,"Choi, Emily","Lee, Minjung",,,,
ENTP,6315,501,,3,3,3,1,1,,,,,,,1,,,,,0,"Shah, Rajiv","Garg, Suyash",,,,
ENTP,6370,0W1,,15,11,6,9,5,1,1,,,,,,,,,,1,"Kimzey, Jackie","Patel, Kandarp Harshadbhai",,,,
ENTP,6370,501,,6,6,6,9,2,,,,,,,,,,,,0,"Kimzey, Jackie","Patel, Kandarp Harshadbhai",,,,
ENTP,6375,0W1,,6,3,3,1,1,2,2,,,,,2,,,,,2,"Bochsler, Daniel C",,,,,
ENTP,6380,501,,13,6,1,,,,,,,,,,,,,,0,"Nichols, Paul M",,,,,
ENVR,2302,001,2,2,2,2,2,1,3,1,1,,1,,1,,,,,0,"Cummings, Anthony R","Adeuga, Adewole M",,,,
EPCS,2200,001,,62,1,,,,,,,,,,1,,,,,2,"Rodriguez, Lucas C",,,,,
EPPS,1110,002,,36,,,6,,,2,,,5,,3,,,,,2,"Lanham, Carol C",,,,,
EPPS,1110,003,,18,,,8,,,6,,,,,5,,,,,1,"Gordon, Quinn T",,,,,
EPPS,1110,0W1,,26,,,11,,,6,,,1,,15,,,,,0,"Lanham, Carol C","Gordon, Quinn T",,,,
EPPS,2301,001,10,6,11,3,12,,1,3,1,,,,1,,,,,0,"Riddell, Jordan R",,,,,
EPPS,2301,002,4,8,11,7,3,2,2,2,4,1,,2,,,,,,2,"Johnson, Sara K",,,,,
EPPS,2301,0W1,11,1,,7,3,7,5,7,3,1,2,,8,,,,,2,"Kosiewicz, Holly","Cooper, Glen",,,,
EPPS,2302,001,,16,4,6,3,2,1,3,,,,,2,,,,,1,"Wu, Yanan",,,,,
EPPS,2302,002,,31,4,3,6,1,1,,,,,,1,,,,,1,"Bray, Timothy M","Shi, Min",,,,
EPPS,6313,001,,15,5,1,1,1,,,,,,,1,,,,,0,"Bray, Timothy M","Shi, Min",,,,
EPPS,6313,501,,14,5,5,5,1,,,,,,,,,,,,0,"Gorina, Evgenia","Ferrero, Federico J","Egukawhore, Oghenekome",,,
EPPS,6316,501,,2,3,3,1,1,1,,,,,,,,,,,1,"Tiefelsdorf, Michael","Venigalla, Lasya",,,,
EPPS,6355,001,,4,5,2,1,3,,,,,,,,,,,,0,"D'Orazio, Vito",,,,,
EPPS,6356,001,,6,6,,,,,,,,,,,,,,,1,"Ho, Karl",,,,,
EPPS,7313,501,,5,3,1,6,2,,,,,,,1,,,,,2,"Kim, Dohyeong","Akarte, Prajakti V",,,,
EPPS,7318,0W1,,13,,,,,,1,,,,,,,,,,1,"Clarke, Harold D","Ho, Karl","Khan, Humza",,,
FILM,1303,001,32,6,1,2,1,1,,2,,,,1,2,,,,,0,"Shafek, Amal S",,,,,
FILM,1303,002,3,10,8,5,3,5,2,,,1,,,4,,,,,0,"Baker, Emily-Rose",,,,,
FILM,2332,001,,4,16,12,17,17,8,3,3,6,2,1,10,,,,,4,"Petty, John E","Wensel, Laurence L",,,,
FILM,2332,002,7,11,8,5,5,3,1,1,2,1,1,,1,,,,,2,"Oliver, Stephanie R",,,,,
FILM,2332,501,2,3,10,8,9,16,13,12,12,4,1,1,10,,,,,2,"Petty, John E","Lyon, Tara L",,,,
FILM,3325,001,9,5,5,1,2,,,,,,,,1,,,,,1,"McLean, Adrienne L",,,,,
FILM,3342,001,,6,2,,2,,,,,,2,,2,,,,,1,"Baker, Emily-Rose",,,,,
FIN,3300,001,,5,,,13,,,4,,,1,,4,,,,,0,"Lynch, Julie","Narang, Aayushkumar Anilkumar",,,,
FIN,3305,001,2,7,4,,3,1,,8,,,6,,4,,,,,1,"Guttery, Randall","Huang, Zhuowei",,,,
FIN,3305,002,,5,1,,8,,,14,,,4,,1,,,,,1,"Guttery, Randall","Huang, Zhuowei",,,,
FIN,3305,502,,4,,,2,,,4,,,1,1,,,,,,0,"Guttery, Randall","Huang, Zhuowei",,,,
FIN,3320,001,1,2,,1,5,4,2,8,7,1,3,1,,,,,,0,"Kelly, Matthew L",,,,,
FIN,3320,002,,2,5,3,5,6,2,5,2,,2,,4,,,,,1,"Rebello, Michael J",,,,,
FIN,3320,003,3,4,5,1,4,13,6,3,4,2,4,1,7,,,,,1,"Anderson, Frank W",,,,,
FIN,3320,004,7,5,2,4,3,2,,9,2,1,1,4,8,,,,,6,"Gurun, Ayfer",,,,,
FIN,3320,005,6,4,8,10,5,6,3,1,,3,,,,,,,,2,"Lee, Pil-Seng",,,,,
FIN,3320,006,4,10,3,14,13,3,,,,,,4,,,,,,2,"Zhu, Yifan",,,,,
FIN,3320,007,7,4,4,7,3,5,4,2,3,1,2,,6,,,,,7,"Gurun, Ayfer",,,,,
FIN,3320,010,,1,2,1,1,3,2,4,,,3,,1,,,,,1,"Rebello, Michael J",,,,,
FIN,3320,011,6,6,7,8,7,5,8,6,3,2,3,,,,,,,1,"Murray, Jennifer R","Pillai, Qaleb",,,,
FIN,3320,0E1,3,1,3,2,2,4,5,1,2,2,,1,3,,,,,2,"Murray, Jennifer R","Pillai, Qaleb",,,,
FIN,3320,0W1,,15,3,1,10,2,4,13,,,2,,1,,,,,1,"Manzi, Jeff",,,,,
FIN,3320,0W2,1,15,3,5,14,,1,7,3,1,1,,,,,,,2,"Manzi, Jeff",,,,,
FIN,3320,0W3,,8,,4,15,3,1,10,4,1,,,1,,,,,3,"Manzi, Jeff",,,,,
FIN,3320,501,2,7,8,9,5,5,4,1,,,1,,,,,,,0,"Wen, Yaxin",,,,,
FIN,3330,001,3,14,12,6,8,7,2,1,2,1,,,1,,,,,1,"Haynes, Steven",,,,,
FIN,3330,002,,10,,,20,,,2,,,2,,1,,,,,4,"Lynch, Julie","Narang, Aayushkumar Anilkumar",,,,
FIN,3330,003,,13,,,17,,,6,,,3,,1,,,,,3,"Lynch, Julie","Narang, Aayushkumar Anilkumar",,,,
FIN,3340,501,46,15,8,2,,,,,,,,,,,,,,1,"Molina, Stephen","Leal Valladares, Jorge A",,,,
FIN,3350,001,2,8,2,1,6,4,2,2,1,,,,2,,,,,7,"Rivera Mesias, Alejandro","Park, Taeyoung",,,,
FIN,3350,002,2,11,5,4,8,4,3,2,2,,,,2,,,,,5,"Rivera Mesias, Alejandro","Park, Taeyoung",,,,
FIN,3360,001,,7,5,5,9,1,1,3,1,,,1,2,,,,,2,"Baranchuk, Nina","Sawant, Pranali R",,,,
FIN,3365,0W1,5,15,7,6,16,4,1,2,,,,,,,,,,1,"DeCourcy, George A",,,,,
FIN,3370,001,5,16,10,6,2,1,2,2,,1,,1,,,,,,0,"Haynes, Steven",,,,,
FIN,3370,002,1,12,14,12,2,4,1,2,,,,,4,,,,,0,"Haynes, Steven",,,,,
FIN,3380,002,2,8,6,5,3,10,12,4,2,3,4,1,,,,,,2,"Gurun, Ayfer",,,,,
FIN,3390,001,5,8,8,7,5,5,1,2,5,5,1,6,1,,,,,0,"El-Ashmawi, Amal H","Le, Thu N",,,,
FIN,3390,002,11,4,8,4,4,6,5,5,4,3,3,3,1,,,,,1,"El-Ashmawi, Amal H","Le, Thu N",,,,
FIN,3390,003,,13,4,,4,8,2,,2,4,,,2,,,,,1,"Kaur, Dupinderjeet","Kurucak, Abdurrahman",,,,
FIN,3390,501,,7,2,3,3,4,3,,,2,,,3,,,,,4,"Kaur, Dupinderjeet","Kurucak, Abdurrahman",,,,
FIN,3395,501,,12,2,,3,2,1,,,,,,1,,,,,0,"Kaur, Dupinderjeet","Kurucak, Abdurrahman",,,,
FIN,4300,001,,3,,,5,3,1,3,3,2,2,3,2,,,,,2,"Wei, Kelsey D","Huang, Zhuowei",,,,
FIN,4300,002,,4,,4,5,,,1,3,,4,2,3,,,,,3,"Wei, Kelsey D","Huang, Zhuowei",,,,
FIN,4300,003,,,1,,2,,1,2,4,,2,,1,,,,,1,"Wei, Kelsey D","Huang, Zhuowei",,,,
FIN,4300,501,,20,3,14,21,,,,,,2,,,,,,,0,"Zhu, Yifan",,,,,
FIN,4307,001,3,3,6,5,2,5,2,2,,,1,,1,,,,,1,"Springate, David J","Joukov, Artem M",,,,
FIN,4310,001,4,3,9,3,6,5,2,4,1,2,,1,4,,,,,3,"Meier, Jean-Marie","Smith, Jake A",,,,
FIN,4310,002,7,3,9,,4,7,1,5,1,2,4,,2,,,,,1,"Meier, Jean-Marie","Smith, Jake A",,,,
FIN,4310,003,3,7,6,7,10,7,7,,2,1,2,1,2,,,,,4,"Anderson, Frank W",,,,,
FIN,4310,501,1,2,3,1,4,3,5,2,1,3,1,1,2,,,,,1,"Meier, Jean-Marie","Smith, Jake A",,,,
FIN,4321,501,,2,,,10,,1,2,,,1,,1,,,,,0,"Hedgecock, Blake M",,,,,
FIN,4328,501,,3,,,5,,,4,,,,,2,,,,,0,"Lynch, Julie","Narang, Aayushkumar Anilkumar",,,,
FIN,4331,001,,,7,6,1,,,,,,,,,,,,,0,"Haynes, Steven",,,,,
FIN,4333,501,,,5,1,3,,1,,,,,,,,,,,0,"Haynes, Steven",,,,,
